Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
C1_B_CKDL260002520-1A_2372W3LT4_L5_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 9.05262471801074e-05)	(4, 0.000452631235900537)	(5, 0.000452631235900537)	(6, 0.0007242099774408592)	(7, 0.0008147362246209666)	(8, 0.0008147362246209666)	(9, 0.001086314966161289)	(10, 0.001493683078471772)	(12, 0.0026252611682231145)	(14, 0.004345259864645155)	(16, 0.005522101077986551)	(18, 0.00697052103286827)	(20, 0.009278940335961008)	(22, 0.012990516470345412)	(24, 0.01724525008781046)	(26, 0.020096826873983842)	(28, 0.02299366678374728)	(30, 0.02969260907507523)	(32, 0.040510495613098066)	(34, 0.05128311902753084)	(36, 0.059158902532200186)	(38, 0.06730626477840985)	(40, 0.07857678255233322)	(42, 0.0966820319883547)	(44, 0.11705043760387887)	(46, 0.1422619974435388)	(48, 0.16964618721552127)	(50, 0.2043177398855024)	(52, 0.24202192183601712)	(54, 0.28456925801066757)	(56, 0.3325934321397146)	(58, 0.39668601514323065)	(60, 0.46684385670781386)	(62, 0.5527532652817357)	(64, 0.6414689875182411)	(66, 0.7190952444751831)	(68, 0.7926930834326105)	(70, 0.8785572288829423)	(72, 0.9715276847369125)	(74, 1.0690697160734783)	(76, 1.1727222690947015)	(78, 1.2791358726549176)	(80, 1.3935157859669833)	(82, 1.5144135890760166)	(84, 1.6458576999815326)	(86, 1.7843175950435068)	(88, 1.9264438031162756)	(90, 2.0787089508732164)	(92, 2.243919351976912)	(94, 2.4121171192375517)	(96, 2.5996422402711445)	(98, 2.791603147416562)	(100, 2.994291414852823)	(102, 3.198201786626014)	(104, 3.4060047870279506)	(106, 3.619103572889924)	(108, 3.8385844591780938)	(110, 4.05467061119701)	(112, 4.277591494878025)	(114, 4.512145001321683)	(116, 4.7320785188457535)	(118, 4.993382531331134)	(120, 5.263467589792985)	(122, 5.5376263293779395)	(124, 5.8331492632974005)	(126, 6.1285364078460915)	(128, 6.43166354652868)	(130, 6.732391739660997)	(132, 7.052447286566267)	(134, 7.384542824346491)	(136, 7.7390888714273816)	(138, 8.088339133048237)
C1_B_CKDL260002520-1A_2372W3LT4_L5_2 - polyg	(1, 0.13379779333219874)	(2, 0.13769042196094336)	(3, 0.13977252564608583)	(4, 0.14094936685942722)	(5, 0.1419451555784084)	(6, 0.1430314705445697)	(7, 0.14366515427483045)	(8, 0.14475146924099172)	(9, 0.14619988919587346)	(10, 0.1486893609933264)	(12, 0.15063567530769872)	(14, 0.15163146402667987)	(16, 0.15258198962207103)	(18, 0.153396725846692)	(20, 0.1539851464533627)	(22, 0.15470935643080355)	(24, 0.15525251391388417)	(26, 0.15556935577901457)	(28, 0.155931460767735)	(30, 0.15597672389132505)	(32, 0.15620303950927533)	(34, 0.1563388288800455)	(36, 0.1563388288800455)	(38, 0.1566104076215858)	(40, 0.15683672323953607)	(42, 0.15715356510466644)	(44, 0.15769672258774708)	(46, 0.15814935382364764)	(48, 0.1586925113067283)	(50, 0.15909987941903875)	(52, 0.15914514254262882)	(54, 0.1596430369021194)	(56, 0.16005040501442988)	(58, 0.16027672063238013)	(60, 0.16081987811546078)	(62, 0.16113671998059118)	(64, 0.16172514058726187)	(66, 0.1619967193288022)	(68, 0.1621777718231624)	(70, 0.16294724492419332)	(72, 0.16353566553086402)	(74, 0.16389777051958446)	(76, 0.16507461173292587)	(78, 0.1658893479575468)	(80, 0.16711145229447827)	(82, 0.1678809253955092)	(84, 0.1689219772380804)	(86, 0.17055144968732233)	(88, 0.17340302647349573)	(90, 0.1756661826529984)	(92, 0.17770302321455084)	(94, 0.17973986377610324)	(96, 0.1827272299330468)	(98, 0.18766091040436264)	(100, 0.19223248588695807)	(102, 0.19626090388647283)	(104, 0.20042511125675777)	(106, 0.20870826287373762)	(108, 0.21979772815330076)	(110, 0.23111350905081418)	(112, 0.2407998174990857)	(114, 0.25039559970017705)	(116, 0.2641555892715534)	(118, 0.2835282061680964)	(120, 0.3055260842328625)	(122, 0.3332723789935654)	(124, 0.364096566158392)	(126, 0.4010312750078758)	(128, 0.4404101925312225)	(130, 0.48675963108743747)	(132, 0.5393101175754899)	(134, 0.6051226992754279)	(136, 0.6794447482102961)	(138, 0.7689299435478323)
C1_B_CKDL260002520-1A_23757VLT4_L4_1 - illumina_universal_adapter	(1, 1.4500012560635881e-05)	(2, 4.7125040822066614e-05)	(3, 0.00011237509734492808)	(4, 0.00023925020725049204)	(5, 0.0002827502449323997)	(6, 0.00046762540508050717)	(7, 0.0005437504710238455)	(8, 0.000605375524406548)	(9, 0.0008736257567783118)	(10, 0.0012270635629438114)	(12, 0.0029163150262578917)	(14, 0.004638191517833403)	(16, 0.005727504961451173)	(18, 0.006996256060506812)	(20, 0.00869275753010121)	(22, 0.01125925975333376)	(24, 0.013981637111593148)	(26, 0.016216451547501155)	(28, 0.018821016303705373)	(30, 0.024099020875776835)	(32, 0.03322677878269712)	(34, 0.04277684955544593)	(36, 0.049347167746984055)	(38, 0.05727504961451173)	(40, 0.06846362180661239)	(42, 0.08507338619482079)	(44, 0.10538971629384175)	(46, 0.1263603594596614)	(48, 0.15075663059293126)	(50, 0.18049434385322538)	(52, 0.21843725172126932)	(54, 0.26086610097526)	(56, 0.308502267240089)	(58, 0.36413881543524884)	(60, 0.4264834319412729)	(62, 0.5038536864632559)	(64, 0.5861013827103227)	(66, 0.6603813220553203)	(68, 0.733321822740029)	(70, 0.8121801410510472)	(72, 0.8955389007605727)	(74, 0.9835394769910719)	(76, 1.0786958094202448)	(78, 1.1780317704700212)	(80, 1.2847101753801895)	(82, 1.395957896748528)	(84, 1.517977314947849)	(86, 1.6489468659002227)	(88, 1.782921544455788)	(90, 1.9246827297564146)	(92, 2.0779206749987846)	(94, 2.23765462586832)	(96, 2.4112922762819347)	(98, 2.5882141795405333)	(100, 2.7726054017694293)	(102, 2.957708937115367)	(104, 3.149056540370228)	(106, 3.3453812729365278)	(108, 3.5486007614754094)	(110, 3.7520468127105513)	(112, 3.9631524955808493)	(114, 4.179661245631554)	(116, 4.392062867124459)	(118, 4.640045706939594)	(120, 4.900531182585137)	(122, 5.163387410284344)	(124, 5.445057404280977)	(126, 5.7227362698202935)	(128, 6.00744039144524)	(130, 6.291763887740467)	(132, 6.5952672756502775)	(134, 6.908830047274028)	(136, 7.243771274916867)	(138, 7.57267143482663)
C1_B_CKDL260002520-1A_23757VLT4_L4_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0033458778983667297)	(4, 0.0041615036049024974)	(5, 0.004295628721088379)	(6, 0.0047705041324492044)	(7, 0.004959004295737471)	(8, 0.005158379468446214)	(9, 0.005981255181262301)	(10, 0.006356443006268754)	(12, 0.006775130868957115)	(14, 0.006996256060506812)	(16, 0.007119506167272217)	(18, 0.007246381277177781)	(20, 0.007395006405924299)	(22, 0.007561756550371612)	(24, 0.007866256814144965)	(26, 0.008419069793019207)	(28, 0.009272758032526645)	(30, 0.010182633820706548)	(32, 0.010762634323131983)	(34, 0.011110634624587244)	(36, 0.01146950993546298)	(38, 0.011987885384505716)	(40, 0.012508073335118528)	(42, 0.01376776192632377)	(44, 0.01450182506220596)	(46, 0.01541351335195594)	(48, 0.01644845174847133)	(50, 0.017833202948012054)	(52, 0.018746703739332113)	(54, 0.01995564228657513)	(56, 0.021697456295421517)	(58, 0.025306146921449772)	(60, 0.025942334972547672)	(62, 0.027256398610855298)	(64, 0.027557273871488493)	(66, 0.02788533665567288)	(68, 0.02817896191002575)	(70, 0.028430899628266802)	(72, 0.0288640875035158)	(74, 0.02941690048239004)	(76, 0.03005308853348794)	(78, 0.030788964170940215)	(80, 0.031834777576876076)	(82, 0.03360740411241381)	(84, 0.03591653111269508)	(86, 0.038811096120112014)	(88, 0.040310034918567744)	(90, 0.04214609900905827)	(92, 0.044553101094123825)	(94, 0.047826478929687374)	(96, 0.051337294470931334)	(98, 0.054347859578833355)	(100, 0.05779161256198438)	(102, 0.0640374929724783)	(104, 0.07389387651057053)	(106, 0.08427044799927558)	(108, 0.09209864228044888)	(110, 0.10198040084052223)	(112, 0.11491803704774958)	(114, 0.13289442761979792)	(116, 0.15553619723323087)	(118, 0.17994334337592122)	(120, 0.2088545559202591)	(122, 0.24123489646972907)	(124, 0.2819074317023127)	(126, 0.3285847846365697)	(128, 0.3792315160093007)	(130, 0.4393250055652861)	(132, 0.5072666269197156)	(134, 0.5878776342490006)	(136, 0.6752148349048508)	(138, 0.7538121529897774)
C1_B_CKDL260002520-1A_23757VLT4_L4_2 - illumina_universal_adapter	(1, 1.4500012560635881e-05)	(2, 2.9000025121271762e-05)	(3, 7.25000628031794e-05)	(4, 0.00016675014444731263)	(5, 0.00019212516642842542)	(6, 0.0003770003265765329)	(7, 0.00044587538623955334)	(8, 0.0005075004396222558)	(9, 0.0007757506719940196)	(10, 0.0010893134436177705)	(12, 0.002332689520692297)	(14, 0.0036358781495794473)	(16, 0.004736066602617694)	(18, 0.0060428802346450036)	(20, 0.0077846942434913885)	(22, 0.010469009068779105)	(24, 0.013405261612307873)	(26, 0.015975388838680583)	(28, 0.018920703890059745)	(30, 0.02432920857517693)	(32, 0.03345152897738698)	(34, 0.04307409981293896)	(36, 0.04969335554686924)	(38, 0.05764479993480794)	(40, 0.06879893459707709)	(42, 0.0854793865465186)	(44, 0.10559996647597096)	(46, 0.1264129220051937)	(48, 0.1505935054516241)	(50, 0.18032396870563788)	(52, 0.2181617514826172)	(54, 0.26035497553249753)	(56, 0.3079277042423738)	(58, 0.3634555023433289)	(60, 0.42584724389017503)	(62, 0.5029945607190383)	(64, 0.5847909440751553)	(66, 0.658277007732458)	(68, 0.7306936954634137)	(70, 0.8091786384509956)	(72, 0.892397835539625)	(74, 0.9804690993313574)	(76, 1.0754677441239333)	(78, 1.174379579806311)	(80, 1.28039098413869)	(82, 1.3905783920885322)	(84, 1.5119851847571664)	(86, 1.6428514231200453)	(88, 1.7765995389793505)	(90, 1.9173783484289944)	(92, 2.069653855337652)	(94, 2.2282404927133266)	(96, 2.40070907961424)	(98, 2.5772829825713837)	(100, 2.762274142819976)	(102, 2.947223615532457)	(104, 3.138181530949751)	(106, 3.333717825333066)	(108, 3.5360963131434313)	(110, 3.738830051261532)	(112, 3.949270546055611)	(114, 4.165366045748337)	(116, 4.3765569161924285)	(118, 4.622770754475166)	(120, 4.882420666896902)	(122, 5.144858206733422)	(124, 5.426399513118579)	(126, 5.703476628136629)	(128, 5.986400873219756)	(130, 6.269116680622325)	(132, 6.570849254498167)	(134, 6.883949838221547)	(136, 7.223228382121586)	(138, 7.55326498051579)
C1_B_CKDL260002520-1A_23757VLT4_L4_2 - polyg	(1, 0.11705135139573315)	(2, 0.12034647925013765)	(3, 0.1212164800037758)	(4, 0.12216985582963762)	(5, 0.12286223142940797)	(6, 0.12356910704173897)	(7, 0.1244064827671157)	(8, 0.12530185854273496)	(9, 0.12657423464493076)	(10, 0.1283903612181504)	(12, 0.1304312379860599)	(14, 0.13147886389356583)	(16, 0.1322618645718402)	(18, 0.13288536511194754)	(20, 0.1334635531128029)	(22, 0.13403992861208816)	(24, 0.13444411646221588)	(26, 0.13487911683903497)	(28, 0.13516911709024768)	(30, 0.13538480477708714)	(32, 0.13564761750474866)	(34, 0.1359339927528212)	(36, 0.13634905561236943)	(38, 0.13685655605199168)	(40, 0.1374021190245856)	(42, 0.13775193182761095)	(44, 0.13811986964633707)	(46, 0.1385784325435672)	(48, 0.13916387055070287)	(50, 0.1396641209840448)	(52, 0.1401154338749946)	(54, 0.1407334969103917)	(56, 0.14123012234059346)	(58, 0.1417049977519543)	(60, 0.14211824810993243)	(62, 0.1425278734647704)	(64, 0.14289218628035638)	(66, 0.14327824911478332)	(68, 0.14363712442565904)	(70, 0.1441011248275994)	(72, 0.1445578752232594)	(74, 0.1451433132303951)	(76, 0.1458828138709875)	(78, 0.14664950203513114)	(80, 0.14751406528405905)	(82, 0.14846019110364056)	(84, 0.14951325451585673)	(86, 0.15089800571539747)	(88, 0.15373457067257185)	(90, 0.15555794725207178)	(92, 0.15744294888495447)	(94, 0.1594983256654246)	(96, 0.162015890346265)	(98, 0.1656227684707232)	(100, 0.1692260215920412)	(102, 0.1726915245940332)	(104, 0.1770016533276822)	(106, 0.1837677216887889)	(108, 0.19428385579839008)	(110, 0.2043794895437328)	(112, 0.2121388087652431)	(114, 0.22132094171926575)	(116, 0.23452320315572472)	(118, 0.253318844437449)	(120, 0.27532623850135407)	(122, 0.29816194578278554)	(124, 0.32459728118239484)	(126, 0.35799081010953926)	(128, 0.39880290796301904)	(130, 0.444180697271529)	(132, 0.4959294295988684)	(134, 0.5546399804568831)	(136, 0.6232214148655506)	(138, 0.7038922347466483)
C1_C_CKDL260002520-1A_2372W3LT4_L5_1 - illumina_universal_adapter	(1, 0.0)	(2, 7.531759547070108e-05)	(3, 0.00015063519094140216)	(4, 0.00022595278641210324)	(5, 0.0004519055728242065)	(6, 0.0006778583592363097)	(7, 0.0008284935501777119)	(8, 0.0009791287411191141)	(9, 0.0015063519094140215)	(10, 0.0021088926731796303)	(12, 0.0035022681893876)	(14, 0.005196914087478374)	(16, 0.006364336817274241)	(18, 0.007946006322158965)	(20, 0.009452358231572984)	(22, 0.012013156477576822)	(24, 0.014837566307728112)	(26, 0.016908800183172392)	(28, 0.019469598429176227)	(30, 0.025043100494008107)	(32, 0.03434482353463969)	(34, 0.04488928690053784)	(36, 0.05091469453819393)	(38, 0.058672406871676144)	(40, 0.06835071788966122)	(42, 0.08202086146759348)	(44, 0.10032303716697383)	(46, 0.12028219996670962)	(48, 0.14122049150756452)	(50, 0.16961522500001883)	(52, 0.2061819176010442)	(54, 0.2448575028752492)	(56, 0.28737428551845995)	(58, 0.34073680190945166)	(60, 0.39767690408530165)	(62, 0.47028306611905757)	(64, 0.5446215328486395)	(66, 0.6122567335813291)	(68, 0.6782726060113986)	(70, 0.7508034504496837)	(72, 0.8240121532472051)	(74, 0.901024394615997)	(76, 0.9822167625334127)	(78, 1.0710538663911047)	(80, 1.166481259852483)	(82, 1.2639798871893055)	(84, 1.3664871346249297)	(86, 1.479011622258157)	(88, 1.5945488137102126)	(90, 1.7130233913856254)	(92, 1.8390673874058434)	(94, 1.97298207215275)	(96, 2.1210564648481487)	(98, 2.2722941965533163)	(100, 2.429896265075758)	(102, 2.5805314560171606)	(104, 2.7326353400702414)	(106, 2.895246028691485)	(108, 3.0621498202545583)	(110, 3.2338362791300215)	(112, 3.4072550427013106)	(114, 3.581426982227307)	(116, 3.7604569066611635)	(118, 3.9623457213203777)	(120, 4.1727077654700455)	(122, 4.381827069294447)	(124, 4.621299364093542)	(126, 4.854181369288949)	(128, 5.0951600159974575)	(130, 5.332900006100726)	(132, 5.592331463699555)	(134, 5.862119090675606)	(136, 6.151828221653658)	(138, 6.436039168162349)
C1_C_CKDL260002520-1A_2372W3LT4_L5_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00489564370559557)	(4, 0.0054228668738904775)	(5, 0.005498184469361179)	(6, 0.005799454851243983)	(7, 0.006025407637656086)	(8, 0.006401995615009592)	(9, 0.006778583592363097)	(10, 0.007268147962922654)	(12, 0.0074941007493347575)	(14, 0.007607077142540809)	(16, 0.007720053535746861)	(18, 0.007757712333482211)	(20, 0.007833029928952913)	(22, 0.007833029928952913)	(24, 0.00847322949045387)	(26, 0.008849817467807376)	(28, 0.009490017029308335)	(30, 0.010092557793073945)	(32, 0.010280851781750696)	(34, 0.0104314869726921)	(36, 0.01054446336589815)	(38, 0.010619780961368851)	(40, 0.010808074950045606)	(42, 0.011485933309281915)	(44, 0.011824862488900068)	(46, 0.012578038443607081)	(48, 0.01329355560057874)	(50, 0.014310343139433204)	(52, 0.014762248712257411)	(54, 0.015515424666964423)	(56, 0.016720506194495638)	(58, 0.019281304440499476)	(60, 0.01958257482238228)	(62, 0.020637021158972094)	(64, 0.02074999755217815)	(66, 0.020975950338590253)	(68, 0.02154083230462051)	(70, 0.02187976148423866)	(72, 0.02225634946159217)	(74, 0.022632937438945674)	(76, 0.023348454595917334)	(78, 0.0243652421347718)	(80, 0.02568330005550907)	(82, 0.028093463110571502)	(84, 0.030390649772427884)	(86, 0.033064424411637774)	(88, 0.034570776321051794)	(90, 0.036604351398760726)	(92, 0.03897685565608781)	(94, 0.042215512261327956)	(96, 0.045529486462038804)	(98, 0.048391555089925445)	(100, 0.052006799672519095)	(102, 0.057806254523763076)	(104, 0.06789881231683702)	(106, 0.07825498169405842)	(108, 0.08574908244339319)	(110, 0.09523909947270151)	(112, 0.10597185682727642)	(114, 0.1219015282693297)	(116, 0.14174771467585945)	(118, 0.16509616927177678)	(120, 0.1888212118450476)	(122, 0.2195131319993583)	(124, 0.2584146700599754)	(126, 0.2999899827598024)	(128, 0.34567010441278256)	(130, 0.40012472593809945)	(132, 0.46120729586483805)	(134, 0.5368261617174219)	(136, 0.6169264245005126)	(138, 0.686595200310911)
C1_C_CKDL260002520-1A_2372W3LT4_L5_2 - illumina_universal_adapter	(1, 0.0)	(2, 7.531759547070108e-05)	(3, 0.00015063519094140216)	(4, 0.0003012703818828043)	(5, 0.0005272231682949076)	(6, 0.0007531759547070107)	(7, 0.0008284935501777119)	(8, 0.0009791287411191141)	(9, 0.0014310343139433204)	(10, 0.0020335750777089293)	(12, 0.0031256802120340947)	(14, 0.004406079335036013)	(16, 0.005724137255773282)	(18, 0.00696687758103985)	(20, 0.00839791189498317)	(22, 0.011335298118340512)	(24, 0.014498637128109958)	(26, 0.017247729362790547)	(28, 0.020787656349913496)	(30, 0.02673774639209888)	(32, 0.03637839861234862)	(34, 0.04748774394427703)	(36, 0.053324857593256364)	(38, 0.06104491112900322)	(40, 0.07064790455151762)	(42, 0.08431804812944986)	(44, 0.10254490623335952)	(46, 0.12227811624668321)	(48, 0.14336704297847952)	(50, 0.17202538805508127)	(52, 0.2094582330040197)	(54, 0.2482844534691661)	(56, 0.29065060092143546)	(58, 0.3443520464920453)	(60, 0.40106619588148323)	(62, 0.4729568407582674)	(64, 0.5461655435557888)	(66, 0.6128592743450947)	(68, 0.6781219708204571)	(70, 0.7505021800678009)	(72, 0.8235602476743809)	(74, 0.9000452658748779)	(76, 0.9801455286579686)	(78, 1.0696604908748966)	(80, 1.1645230023702449)	(82, 1.261456747741037)	(84, 1.3632484780196896)	(86, 1.475132766091416)	(88, 1.5910842043185602)	(90, 1.710198981555474)	(92, 1.8346613080708076)	(94, 1.9670696409083002)	(96, 2.114993398412757)	(98, 2.2668336708816907)	(100, 2.4241721278199853)	(102, 2.574995612750064)	(104, 2.728605848712559)	(106, 2.892685230445481)	(108, 3.061170691513439)	(110, 3.233760961534551)	(112, 3.4086484182175187)	(114, 3.58391246287784)	(116, 3.764034492446022)	(118, 3.9680321997784156)	(120, 4.177979997152995)	(122, 4.387249936168338)	(124, 4.625931396214989)	(126, 4.8596042361628395)	(128, 5.100093318500788)	(130, 5.336967156256144)	(132, 5.595193532327442)	(134, 5.867391322358555)	(136, 6.158795099234698)	(138, 6.442742434159241)
C1_C_CKDL260002520-1A_2372W3LT4_L5_2 - polyg	(1, 0.23175224126334723)	(2, 0.2366478849689428)	(3, 0.23973590638324152)	(4, 0.24146821107906766)	(5, 0.24312519817942307)	(6, 0.24478218527977852)	(7, 0.24696639554842884)	(8, 0.24922592341254987)	(9, 0.2508075929174346)	(10, 0.2539332731294687)	(12, 0.25747320011659164)	(14, 0.25950677519430054)	(16, 0.26112610349692067)	(18, 0.2620299146425691)	(20, 0.2629337257882175)	(22, 0.26357392534971846)	(24, 0.26425178370895475)	(26, 0.26477900687724965)	(28, 0.2653438888432799)	(30, 0.26564515922516274)	(32, 0.2660970647979869)	(34, 0.26621004119119296)	(36, 0.2666242879662818)	(38, 0.2671138523368414)	(40, 0.2675280991119302)	(42, 0.26779171069607766)	(44, 0.26798000468475447)	(46, 0.2683942514598433)	(48, 0.26918508621228565)	(50, 0.2698252857737866)	(52, 0.2703901677398169)	(54, 0.2710680260990532)	(56, 0.2717458844582895)	(58, 0.2723484252220551)	(60, 0.27268735440167324)	(62, 0.2729133071880854)	(64, 0.27313925997449745)	(66, 0.2733275539631742)	(68, 0.2734028715586449)	(70, 0.2739677535246752)	(72, 0.27464561188391146)	(74, 0.27554942302955987)	(76, 0.2764532341752083)	(78, 0.2772064101299153)	(80, 0.27848680925291724)	(82, 0.27961657318497773)	(84, 0.28089697230797966)	(86, 0.2827045945992765)	(88, 0.28537836923848636)	(90, 0.28782619109128416)	(92, 0.29008571895540525)	(94, 0.2924582232127323)	(96, 0.2944541394927059)	(98, 0.29818236046850555)	(100, 0.30191058144430527)	(102, 0.305638802420105)	(104, 0.31045912853022983)	(106, 0.3173883473135343)	(108, 0.3282340810613153)	(110, 0.3397200143705972)	(112, 0.3469505035357845)	(114, 0.3562522265764161)	(116, 0.3669096663355203)	(118, 0.3830276317662503)	(120, 0.40347635893654565)	(122, 0.4256573908026672)	(124, 0.4488928690053784)	(126, 0.4795094715642184)	(128, 0.5199550203319849)	(130, 0.5598733459314564)	(132, 0.6069845018983799)	(134, 0.661778052603315)	(136, 0.7242916568439969)	(138, 0.8000611578875222)
C1_C_CKDL260002520-1A_23757VLT4_L4_1 - illumina_universal_adapter	(1, 3.509164607396272e-05)	(2, 0.00010235063438239127)	(3, 0.00021054987644377634)	(4, 0.0004269483605665464)	(5, 0.0004708129181589998)	(6, 0.000739848871392714)	(7, 0.0007895620366641612)	(8, 0.0008392752019356084)	(9, 0.0010644465975768692)	(10, 0.001410976602557251)	(12, 0.002854120547348968)	(14, 0.0043718342400478555)	(16, 0.00550646412977265)	(18, 0.006788771363392038)	(20, 0.008692493162904515)	(22, 0.01117376497071763)	(24, 0.013757387412913135)	(26, 0.0158599618735114)	(28, 0.018183321273991682)	(30, 0.022960171595809858)	(32, 0.03125642158846255)	(34, 0.03965940867125686)	(36, 0.04544221951386197)	(38, 0.052258771763729235)	(40, 0.06208881912019804)	(42, 0.07623221463992477)	(44, 0.09265510500253932)	(46, 0.109443533345091)	(48, 0.12848659994789474)	(50, 0.15239863244346086)	(52, 0.18217535628913797)	(54, 0.21607096209274645)	(56, 0.2541029956773233)	(58, 0.29819857327309696)	(60, 0.34726839169985485)	(62, 0.40855887587187023)	(64, 0.47120477487349244)	(66, 0.5250061169125563)	(68, 0.5783220245142636)	(70, 0.6342624948119194)	(72, 0.6937501456668851)	(74, 0.756141630234471)	(76, 0.8224122038451496)	(78, 0.8937286637308801)	(80, 0.9686200850603954)	(82, 1.0448391403330426)	(84, 1.1276481143079957)	(86, 1.212160495269456)	(88, 1.2991058970253777)	(90, 1.3898148778227317)	(92, 1.4898143719181676)	(94, 1.596146445978034)	(96, 1.7204337456124112)	(98, 1.8491674492347432)	(100, 1.9789056512259426)	(102, 2.1101469453906434)	(104, 2.245859500125935)	(106, 2.3859380404935955)	(108, 2.5323784038640813)	(110, 2.681459413601633)	(112, 2.835399154168509)	(114, 2.993416836439563)	(116, 3.1477498958728507)	(118, 3.3271486256663865)	(120, 3.51248954086178)	(122, 3.6991727115195028)	(124, 3.905127044479509)	(126, 4.108787261077431)	(128, 4.318828308653135)	(130, 4.5298533844708295)	(132, 4.758219582056741)	(134, 4.992223837445202)	(136, 5.250815639516153)	(138, 5.504958113295309)
C1_C_CKDL260002520-1A_23757VLT4_L4_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.004172981578962067)	(4, 0.004617475762565595)	(5, 0.004757842346861446)	(6, 0.005152623365193526)	(7, 0.005287141341810383)	(8, 0.005415810710748247)	(9, 0.00596850413641316)	(10, 0.00629748831835656)	(12, 0.006616237436861721)	(14, 0.006847257440181976)	(16, 0.0070037076955950595)	(18, 0.0071192176972551865)	(20, 0.007261046433470786)	(22, 0.0074832935252725505)	(24, 0.00800966821638199)	(26, 0.008601839743880112)	(28, 0.00961072456850654)	(30, 0.010733657242873347)	(32, 0.011492514089222791)	(34, 0.011844892701882166)	(36, 0.012282076125886953)	(38, 0.012817223728514883)	(40, 0.013419630319451243)	(42, 0.015077710596445982)	(44, 0.015997404153967755)	(46, 0.017022372649711418)	(48, 0.018066349120411808)	(50, 0.01958844926886994)	(52, 0.020606107005014862)	(54, 0.02202731867101035)	(56, 0.024359450983009123)	(58, 0.029007631935889434)	(60, 0.02980158042831284)	(62, 0.031831047292923687)	(64, 0.03224337413429275)	(66, 0.03263815515262483)	(68, 0.03298176085376571)	(70, 0.03326980478195615)	(72, 0.03370991250980044)	(74, 0.03432255416417504)	(76, 0.035082873162444225)	(78, 0.03579055469160248)	(80, 0.03679797736430916)	(82, 0.03859057561792076)	(84, 0.040928556537598526)	(86, 0.043798760756064724)	(88, 0.04532817166412159)	(90, 0.04723335561555382)	(92, 0.04992956375556996)	(94, 0.053422644691849)	(96, 0.05679729132262841)	(98, 0.059685041364131594)	(100, 0.06288715406838069)	(102, 0.06857492503620215)	(104, 0.07768266934431522)	(106, 0.08679772441202704)	(108, 0.09387892615936877)	(110, 0.10211376577139203)	(112, 0.11331969808434411)	(114, 0.12874101438193097)	(116, 0.146829295781139)	(118, 0.16627152985803412)	(120, 0.18925070942880068)	(122, 0.21535743195590923)	(124, 0.2475233120384553)	(126, 0.2851283972624656)	(128, 0.3258010772141081)	(130, 0.37383422992976434)	(132, 0.42796894260653084)	(134, 0.49227730834090705)	(136, 0.5591546749982812)	(138, 0.6165616836714447)
