Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
C3_C_CKDL260002520-1A_2372W3LT4_L5_2 - illumina_universal_adapter	(1, 0.00020381168615446073)	(2, 0.00040762337230892146)	(3, 0.0006114350584633822)	(4, 0.0008152467446178429)	(5, 0.0008152467446178429)	(6, 0.0009171525876950732)	(7, 0.0009171525876950732)	(8, 0.0009171525876950732)	(9, 0.0012228701169267643)	(10, 0.0015285876461584554)	(12, 0.0023947873123149133)	(14, 0.003668610350780293)	(16, 0.005197197996938748)	(18, 0.006623879800019973)	(20, 0.008611043740025966)	(22, 0.011719171953881492)	(24, 0.014725394324659788)	(26, 0.017273040401590545)	(28, 0.02043212153698469)	(30, 0.02496693155392144)	(32, 0.03429131619548802)	(34, 0.04254568948474367)	(36, 0.04850718130476166)	(38, 0.055385825712474704)	(40, 0.06506688080481159)	(42, 0.08065847479562782)	(44, 0.09818627980491146)	(46, 0.11622361402958123)	(48, 0.13828622905580162)	(50, 0.16320220768818444)	(52, 0.1999902170390646)	(54, 0.2358610738022497)	(56, 0.27835581036545476)	(58, 0.3224810404178955)	(60, 0.37424920870112854)	(62, 0.4396727599567104)	(64, 0.5099877916799993)	(66, 0.570163192017104)	(68, 0.6348734023711452)	(70, 0.7041693756636618)	(72, 0.7730067726623309)	(74, 0.8571300461225846)	(76, 0.9444124007182324)	(78, 1.039949128603136)	(80, 1.1382882671726633)	(82, 1.2441684381299054)	(84, 1.3537681723594668)	(86, 1.4694313042521232)	(88, 1.594826444158655)	(90, 1.7239411473375061)	(92, 1.8631954819025414)	(94, 2.0112137189722183)	(96, 2.166874894272688)	(98, 2.33272665388088)	(100, 2.511673314324497)	(102, 2.6833337069880914)	(104, 2.8621275086670916)	(106, 3.0463732729507242)	(108, 3.229854743411278)	(110, 3.4212339167103165)	(112, 3.616281700360135)	(114, 3.8289082419407765)	(116, 4.0304270466259995)	(118, 4.282185431948298)	(120, 4.529256148489042)	(122, 4.784173614946734)	(124, 5.062019896096802)	(126, 5.331917521486847)	(128, 5.595496984606104)	(130, 5.867636538543847)	(132, 6.153635287140094)	(134, 6.4405511883240365)	(136, 6.764306051780396)	(138, 7.069615957639779)
C3_C_CKDL260002520-1A_2372W3LT4_L5_2 - polyg	(1, 0.22266426712374834)	(2, 0.22572144241606526)	(3, 0.22735193590530095)	(4, 0.229593864453)	(5, 0.23071482872684954)	(6, 0.2319376988437763)	(7, 0.23336438064685752)	(8, 0.23611583840994274)	(9, 0.23815395527148736)	(10, 0.2410073188776498)	(12, 0.24447211754227566)	(14, 0.2463573756392044)	(16, 0.2474273869915153)	(18, 0.24824263373613314)	(20, 0.24946550385305993)	(22, 0.2503317035192164)	(24, 0.2507393268915253)	(26, 0.25129980902845006)	(28, 0.25186029116537484)	(30, 0.2521150557730679)	(32, 0.2524207733022996)	(34, 0.25252267914537685)	(36, 0.25328697296845604)	(38, 0.2534907846546105)	(40, 0.2538474551053808)	(42, 0.2540512667915353)	(44, 0.2541531726346125)	(46, 0.2547646076930759)	(48, 0.25547794859461653)	(50, 0.25578366612384823)	(52, 0.2561912894961571)	(54, 0.25700653624077496)	(56, 0.2575160654561611)	(58, 0.2580255946715473)	(60, 0.2583822651223176)	(62, 0.2587389355730879)	(64, 0.25929941771001264)	(66, 0.25965608816078295)	(68, 0.2602165702977077)	(70, 0.26092991119924835)	(72, 0.26149039333617313)	(74, 0.2621527813161751)	(76, 0.2628151692961771)	(78, 0.2636813689623336)	(80, 0.2651590036869534)	(82, 0.265872344588494)	(84, 0.2667385442546505)	(86, 0.26811427313619307)	(88, 0.270509060448508)	(90, 0.27280194191774565)	(92, 0.2750948233869834)	(94, 0.2782539045223775)	(96, 0.2811582210500786)	(98, 0.2852344547731678)	(100, 0.28905592388856394)	(102, 0.29308120469011456)	(104, 0.2970555325701265)	(106, 0.30301702439014444)	(108, 0.3131057028547903)	(110, 0.3223281816532796)	(112, 0.329563496511763)	(114, 0.3379197756440959)	(116, 0.34958799467643875)	(118, 0.36548530619648667)	(120, 0.3856626631257783)	(122, 0.4067062197212264)	(124, 0.43060313992283694)	(126, 0.45842343508292077)	(128, 0.4984214784907337)	(130, 0.5373495105462357)	(132, 0.5838185749894527)	(134, 0.6314086037065193)	(136, 0.6872530057128416)	(138, 0.7563961202407423)
C3_C_CKDL260002520-1A_23757VLT4_L4_1 - illumina_universal_adapter	(1, 4.837405138485234e-05)	(2, 0.0001488432350303149)	(3, 0.0003646659258242715)	(4, 0.000584209697493986)	(5, 0.0006549102341333856)	(6, 0.0008335221161697634)	(7, 0.0008707329249273422)	(8, 0.000993528593827352)	(9, 0.0012986572256394975)	(10, 0.001700533960221348)	(12, 0.003127568476074492)	(14, 0.004621582447691277)	(16, 0.005849539136691376)	(18, 0.007025400693430863)	(20, 0.00858639412081129)	(22, 0.010856253455023593)	(24, 0.013148439274490442)	(26, 0.014882462962593612)	(28, 0.01684347258411801)	(30, 0.02097201181577137)	(32, 0.028042065479711328)	(34, 0.03530189426831494)	(36, 0.0403402377740911)	(38, 0.04605209691837943)	(40, 0.0548785007556771)	(42, 0.06881208809495246)	(44, 0.0849373920700492)	(46, 0.10154643655899447)	(48, 0.12018160958478988)	(50, 0.1437807044988463)	(52, 0.17334097097586687)	(54, 0.2065144069832483)	(56, 0.2431707746903391)	(58, 0.2853789950640606)	(60, 0.3345009837049403)	(62, 0.39452015769047694)	(64, 0.4577636482548577)	(66, 0.5147464202457759)	(68, 0.5719971100597487)	(70, 0.6345187109342324)	(72, 0.7014349083229863)	(74, 0.773560618937801)	(76, 0.8505590849594209)	(78, 0.9331801041843109)	(80, 1.0206813209777572)	(82, 1.1112412662510764)	(84, 1.211232291004004)	(86, 1.3218767703042267)	(88, 1.4345269121964828)	(90, 1.5515121133089966)	(92, 1.680579664025096)	(94, 1.814285542052828)	(96, 1.9627082949441823)	(98, 2.114840965468667)	(100, 2.2700714358222207)	(102, 2.425006080246151)	(104, 2.584802316834259)	(106, 2.750139242846371)	(108, 2.9242207089165135)	(110, 3.0998836343588536)	(112, 3.2825477734689317)	(114, 3.4734243380718075)	(116, 3.6580792554504162)	(118, 3.8762406455747866)	(120, 4.104649892430993)	(122, 4.334084297068474)	(124, 4.582516680117134)	(126, 4.828478265464291)	(128, 5.08145594880269)	(130, 5.334370373766201)	(132, 5.601808177387795)	(134, 5.875108543929146)	(136, 6.164299786350421)	(138, 6.447325197760565)
C3_C_CKDL260002520-1A_23757VLT4_L4_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.004096910044209418)	(4, 0.0046141402859397615)	(5, 0.0047667046018458345)	(6, 0.005116486204167075)	(7, 0.005313703490582242)	(8, 0.005488594291742862)	(9, 0.0061360623641247315)	(10, 0.006398398565865661)	(12, 0.006725853682932355)	(14, 0.00694353691416419)	(16, 0.007110985553573295)	(18, 0.007269131490793004)	(20, 0.007458906615456656)	(22, 0.007764035247268801)	(24, 0.008229170356738535)	(26, 0.008999434098020415)	(28, 0.01016227187169475)	(30, 0.011412555045949395)	(32, 0.012162352842414606)	(34, 0.012560508496120698)	(36, 0.013077738737851043)	(38, 0.013753114916801097)	(40, 0.014510354875017825)	(42, 0.016140188298599773)	(44, 0.01703510824921954)	(46, 0.018320741691793888)	(48, 0.019504045410284887)	(50, 0.021232487477074423)	(52, 0.022384162008121482)	(54, 0.023813057064412505)	(56, 0.02592104938052934)	(58, 0.02999935402035997)	(60, 0.03090729775404489)	(62, 0.03254829442025411)	(64, 0.03292226304826778)	(66, 0.033391119238613265)	(68, 0.03375578516443754)	(70, 0.034168825141646667)	(72, 0.03473256889432398)	(74, 0.03564795478976042)	(76, 0.036505663931622606)	(78, 0.037264764430277215)	(80, 0.03840713625913488)	(82, 0.0404016356085411)	(84, 0.04280359331384281)	(86, 0.04555719316190363)	(88, 0.047131210372349214)	(90, 0.04888570000526905)	(92, 0.05133789230239349)	(94, 0.05466825968619679)	(96, 0.05760977411848338)	(98, 0.060002429121595695)	(100, 0.06300162030745654)	(102, 0.0681199670520615)	(104, 0.07597888986166212)	(106, 0.08366850349141576)	(108, 0.0898138685577299)	(110, 0.0973658021950805)	(112, 0.10838578320863743)	(114, 0.12371477587632199)	(116, 0.1415480559733916)	(118, 0.16083627869288253)	(120, 0.18373767094273435)	(122, 0.20986337977143038)	(124, 0.2416749001782844)	(126, 0.27862151219368436)	(128, 0.31812636731116783)	(130, 0.36561666198802767)	(132, 0.42021608167802293)	(134, 0.4837051635802037)	(136, 0.5502827426092636)	(138, 0.6102312160581609)
C3_C_CKDL260002520-1A_23757VLT4_L4_2 - illumina_universal_adapter	(1, 5.2095132260610214e-05)	(2, 0.0001376799924030413)	(3, 0.00034606052144548215)	(4, 0.0005469988887364073)	(5, 0.000613978344500049)	(6, 0.0007777059030333954)	(7, 0.0008074745500394583)	(8, 0.0009302702189394681)	(9, 0.0012205145272485823)	(10, 0.0016149491000789166)	(12, 0.0027740657928774937)	(14, 0.004013185724504866)	(16, 0.005235560792191327)	(18, 0.0064411909959368775)	(20, 0.008039395232074885)	(22, 0.010387397264678102)	(24, 0.012817263076547993)	(26, 0.015262013211920914)	(28, 0.017948633604218098)	(30, 0.022397185791186637)	(32, 0.02959375620490236)	(34, 0.0370712682247378)	(36, 0.04221938361634882)	(38, 0.04801310653990383)	(40, 0.056938119020409086)	(42, 0.07098333878595718)	(44, 0.08696166006646149)	(46, 0.1034069769968734)	(48, 0.1219640073242779)	(50, 0.14543100386724495)	(52, 0.1746619546867609)	(54, 0.2076065442202832)	(56, 0.244140116258474)	(58, 0.2862050750184789)	(60, 0.3348470442263858)	(62, 0.3943936409407012)	(64, 0.4570436191053986)	(66, 0.5131724030353303)	(68, 0.5696435264058318)	(70, 0.6314153294838504)	(72, 0.6977752252816785)	(74, 0.769519525106728)	(76, 0.8456919111739296)	(78, 0.9271575347868967)	(80, 1.0134363765126566)	(82, 1.1026455694280757)	(84, 1.201460732624264)	(86, 1.3107339936217697)	(88, 1.422211995038162)	(90, 1.537502243811768)	(92, 1.6645939005828403)	(94, 1.79621411277971)	(96, 1.9431000592693761)	(98, 2.094523863887029)	(100, 2.2499013169351745)	(102, 2.403613586291419)	(104, 2.561997672687177)	(106, 2.7258350031063587)	(108, 2.8981359319774507)	(110, 3.072301122367298)	(112, 3.253726141545749)	(114, 3.442587740854402)	(116, 3.624386728660866)	(118, 3.8399005697421353)	(120, 4.066300432925433)	(122, 4.293952439823425)	(124, 4.540548469459899)	(126, 4.784137865748761)	(128, 5.033993562232398)	(130, 5.283082716055631)	(132, 5.5471175912163435)	(134, 5.817565749266427)	(136, 6.108332869438584)	(138, 6.389254009613487)
C3_C_CKDL260002520-1A_23757VLT4_L4_2 - polyg	(1, 0.18206132400820543)	(2, 0.1841748979456359)	(3, 0.1851126103263269)	(4, 0.1865526686252452)	(5, 0.18772480910110892)	(6, 0.18899369767974233)	(7, 0.19022165436874244)	(8, 0.19173241320430015)	(9, 0.193317593657373)	(10, 0.19582560216763378)	(12, 0.1988471198387492)	(14, 0.20024438570759628)	(16, 0.2011876797096009)	(18, 0.20203980723014944)	(20, 0.2028640266441298)	(22, 0.20371429362424048)	(24, 0.204305945483486)	(26, 0.2049869032837497)	(28, 0.20545948055497093)	(30, 0.20581112269773005)	(32, 0.20615718321917553)	(34, 0.2064437064466089)	(36, 0.20680837237243316)	(38, 0.20719908586438773)	(40, 0.20764933665035445)	(42, 0.20799539717179993)	(44, 0.2083340155314939)	(46, 0.20864844686549544)	(48, 0.20909497657058637)	(50, 0.20951545870954702)	(52, 0.2099061722015016)	(54, 0.21036200460878193)	(56, 0.2108308607991274)	(58, 0.21127739050421837)	(60, 0.21170159372405478)	(62, 0.21209974937776085)	(64, 0.2124848812484018)	(66, 0.2128737341999185)	(68, 0.21324026066618065)	(70, 0.21367376658820644)	(72, 0.21410169088891862)	(74, 0.2146040368071459)	(76, 0.21529615785003686)	(78, 0.21614456428970966)	(80, 0.21716227990922943)	(82, 0.21812603985605072)	(84, 0.21920701385045838)	(86, 0.22054474242529334)	(88, 0.2230378666120511)	(90, 0.2249560838035043)	(92, 0.22696732801685143)	(94, 0.22900648033676674)	(96, 0.2314568120934533)	(98, 0.2347276421832445)	(100, 0.23801521713697657)	(102, 0.24143302992136018)	(104, 0.24545923942893016)	(106, 0.25127528883773975)	(108, 0.2598058667454146)	(110, 0.2682248122268168)	(112, 0.27486694159004466)	(114, 0.2823109638819983)	(116, 0.29307232977469005)	(118, 0.3088422705261519)	(120, 0.32671462197241696)	(122, 0.3451395539287321)	(124, 0.3659050457558989)	(126, 0.3920530810698495)	(128, 0.42388506742152016)	(130, 0.45944371627026237)	(132, 0.49900810868175793)	(134, 0.5445876283289162)	(136, 0.597149756239434)	(138, 0.659743918190995)
C3_D_CKDL260002520-1A_2372W3LT4_L5_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.00014258206132311877)	(3, 0.00021387309198467812)	(4, 0.00021387309198467812)	(5, 0.00028516412264623754)	(6, 0.00042774618396935625)	(7, 0.00042774618396935625)	(8, 0.00042774618396935625)	(9, 0.0007129103066155938)	(10, 0.0007485558219463735)	(12, 0.0018892123125313234)	(14, 0.0030655143184470535)	(16, 0.003778424625062647)	(18, 0.00463391699300136)	(20, 0.006344901728878784)	(22, 0.008234114041410109)	(24, 0.009980744292618311)	(26, 0.011584792482503398)	(28, 0.012903676549742248)	(30, 0.016610810144143333)	(32, 0.023632976664306932)	(34, 0.03118982591443223)	(36, 0.03692875388268776)	(38, 0.0437014017955359)	(40, 0.05232761650558458)	(42, 0.06708485985252738)	(44, 0.08305405072071667)	(46, 0.10173230075404523)	(48, 0.12008974114939677)	(50, 0.1480001796533973)	(52, 0.17872661386852937)	(54, 0.21230468931012383)	(56, 0.2491977976774808)	(58, 0.29717666131271026)	(60, 0.35035977018623354)	(62, 0.41409395159766765)	(64, 0.4824264044867723)	(66, 0.5460892948675449)	(68, 0.6094313756103403)	(70, 0.6786193208673836)	(72, 0.7545799140372752)	(74, 0.8359586255374453)	(76, 0.9251080593797253)	(78, 1.016217996565198)	(80, 1.1119618507436724)	(82, 1.217829031276088)	(84, 1.3319303258499138)	(86, 1.4576877039369047)	(88, 1.5839084737231954)	(90, 1.7186485216735428)	(92, 1.8659357910203243)	(94, 2.018534242151392)	(96, 2.1846779891081565)	(98, 2.353958541414029)	(100, 2.524629268817802)	(102, 2.6946583769456214)	(104, 2.8743830652434124)	(106, 3.0603100732087594)	(108, 3.2533305387249314)	(110, 3.450699757111458)	(112, 3.6565882536620418)	(114, 3.8644372535558187)	(116, 4.072892227210218)	(118, 4.31988000293719)	(120, 4.5709313674118714)	(122, 4.824834373113015)	(124, 5.0990553225527036)	(126, 5.368820582576044)	(128, 5.642863304439079)	(130, 5.922858827362353)	(132, 6.217469011571247)	(134, 6.518103287871043)	(136, 6.83752275075016)	(138, 7.145286130116112)
C3_D_CKDL260002520-1A_2372W3LT4_L5_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0021387309198467814)	(4, 0.0026377681344776967)	(5, 0.0027803501958008157)	(6, 0.003564551533077969)	(7, 0.0037071335944010874)	(8, 0.003992297717047325)	(9, 0.0048477900849860376)	(10, 0.005239890753624615)	(12, 0.005596345906932411)	(14, 0.0058102189989170895)	(16, 0.006024092090901767)	(18, 0.006202319667555666)	(20, 0.006380547244209564)	(22, 0.006523129305532683)	(24, 0.006950875489502039)	(26, 0.007414267188802176)	(28, 0.008020240949425429)	(30, 0.008697505740710244)	(32, 0.009018315378687261)	(34, 0.009053960894018042)	(36, 0.009125251924679601)	(38, 0.009339125016664278)	(40, 0.009552998108648956)	(42, 0.010194617384602991)	(44, 0.01026590841526455)	(46, 0.011085755267872484)	(48, 0.011798665574488077)	(50, 0.01272544897308835)	(52, 0.013509650310365502)	(54, 0.014472079224296552)	(56, 0.01593354535285852)	(58, 0.01810792178803608)	(60, 0.01853566797200544)	(62, 0.019676324462590388)	(64, 0.020032779615898187)	(66, 0.020246652707882864)	(68, 0.020816980953175336)	(70, 0.02117343610648313)	(72, 0.02174376435177561)	(74, 0.022278447081737304)	(76, 0.02284877532702978)	(78, 0.023597331148976157)	(80, 0.02484492418555344)	(82, 0.02627074479878463)	(84, 0.028195602626646735)	(86, 0.030263042515831957)	(88, 0.031546281067740024)	(90, 0.03304339271163277)	(92, 0.03500389605482565)	(94, 0.03732085455132633)	(96, 0.03970910407848857)	(98, 0.04263203633561251)	(100, 0.04484205828612085)	(102, 0.049832430432430005)	(104, 0.056747660406601265)	(106, 0.0650887109940037)	(108, 0.07207523199883653)	(110, 0.08102225634686222)	(112, 0.09064654548617275)	(114, 0.10501168816447697)	(116, 0.12358300165181318)	(118, 0.1455049935802427)	(120, 0.16785473169264156)	(122, 0.19736921838652716)	(124, 0.22923630909224418)	(126, 0.2662363540055935)	(128, 0.3045909285015124)	(130, 0.3534965755353422)	(132, 0.4106006910952512)	(134, 0.4770082861564938)	(136, 0.5484418988793763)	(138, 0.6158832138852115)
C3_D_CKDL260002520-1A_2372W3LT4_L5_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.00014258206132311877)	(3, 0.00014258206132311877)	(4, 0.00014258206132311877)	(5, 0.00014258206132311877)	(6, 0.00028516412264623754)	(7, 0.00028516412264623754)	(8, 0.00028516412264623754)	(9, 0.0005703282452924751)	(10, 0.0007129103066155938)	(12, 0.0014971116438927468)	(14, 0.0022456674658391206)	(16, 0.0029585777724547143)	(18, 0.003956652201716546)	(20, 0.00577457348358631)	(22, 0.007806367857440752)	(24, 0.009873807746625975)	(26, 0.01165608351316496)	(28, 0.013438359279703943)	(30, 0.017216783904766587)	(32, 0.02423895042493019)	(34, 0.032259191374355616)	(36, 0.037712955219964914)	(38, 0.0442360845254976)	(40, 0.05304052681220017)	(42, 0.06769083361315062)	(44, 0.08355308793534759)	(46, 0.10219569245334537)	(48, 0.12123039763998172)	(50, 0.14896260856732832)	(52, 0.180081143451099)	(54, 0.21412261059199358)	(56, 0.25090878241335823)	(58, 0.29845989986461835)	(60, 0.35135784461549535)	(62, 0.4152702536035834)	(64, 0.4817491396954875)	(66, 0.5437723363710442)	(68, 0.60575988753127)	(70, 0.6739141128437207)	(72, 0.748484530915712)	(74, 0.8291503321092664)	(76, 0.9176225011602615)	(78, 1.007841300462465)	(80, 1.1038346732482545)	(82, 1.2081690966214467)	(84, 1.3213079622813415)	(86, 1.4460316204237396)	(88, 1.5704344689281609)	(90, 1.702750621836015)	(92, 1.847043667895011)	(94, 1.996861768830278)	(96, 2.160795493836534)	(98, 2.3286502255291754)	(100, 2.5000338632395644)	(102, 2.6690292514227907)	(104, 2.847720219775989)	(106, 3.032684798827405)	(108, 3.2230318506937685)	(110, 3.417014745123872)	(112, 3.6200159549326623)	(114, 3.8256192873605994)	(116, 4.0314364928805215)	(118, 4.2750735901664)	(120, 4.524307033359212)	(122, 4.7767129274164635)	(124, 5.051611141647436)	(126, 5.318631696990306)	(128, 5.590214878295517)	(130, 5.866431976593729)	(132, 6.156764698962929)	(134, 6.454048296821632)	(136, 6.772469685271487)	(138, 7.07663286758903)
C3_D_CKDL260002520-1A_2372W3LT4_L5_2 - polyg	(1, 0.14579015770288892)	(2, 0.1486417989293513)	(3, 0.14999632851192093)	(4, 0.151279567063829)	(5, 0.15242022355441395)	(6, 0.15313313386102953)	(7, 0.1549867006582301)	(8, 0.15591348405683036)	(9, 0.15719672260873843)	(10, 0.15872947976796195)	(12, 0.16168805754041665)	(14, 0.16332775124563254)	(16, 0.1644684077362175)	(18, 0.16503873598150998)	(20, 0.16560906422680244)	(22, 0.16610810144143334)	(24, 0.16660713865606425)	(26, 0.1674269855086722)	(28, 0.16789037720797234)	(30, 0.16817554133061857)	(32, 0.16835376890727247)	(34, 0.16853199648392636)	(36, 0.1688528061219034)	(38, 0.1693518433365343)	(40, 0.16995781709715757)	(42, 0.17017169018914224)	(44, 0.1704212087964577)	(46, 0.17067072740377315)	(48, 0.17102718255708094)	(50, 0.17138363771038875)	(52, 0.17195396595568122)	(54, 0.1723817121396506)	(56, 0.17323720450758928)	(58, 0.1737362417222202)	(60, 0.17423527893685112)	(62, 0.174413506513505)	(64, 0.17512641682012062)	(66, 0.1756610995500823)	(68, 0.17612449124938245)	(70, 0.17644530088735946)	(72, 0.17676611052533647)	(74, 0.17715821119397504)	(76, 0.1779424125312522)	(78, 0.17908306902183715)	(80, 0.17997420690510665)	(82, 0.1809722813343685)	(84, 0.1819703557636303)	(86, 0.18307536673888447)	(88, 0.18528538868939282)	(90, 0.18660427275663166)	(92, 0.18820832094651674)	(94, 0.19013317877437885)	(96, 0.192699655878195)	(98, 0.19572952468131127)	(100, 0.19890197554575068)	(102, 0.20157538919555912)	(104, 0.20432009387602917)	(106, 0.2100233763289539)	(108, 0.2186852365543334)	(110, 0.22745403332570518)	(112, 0.23426232675388411)	(114, 0.24331628764790214)	(116, 0.254009942247136)	(118, 0.270692043421941)	(120, 0.28812270041869226)	(122, 0.30829806209591354)	(124, 0.3308260277849663)	(126, 0.3608395516934828)	(128, 0.39484537331904657)	(130, 0.42959975076655676)	(132, 0.470984194065592)	(134, 0.5207809789826912)	(136, 0.5787762324258698)	(138, 0.6464314205236896)
C3_D_CKDL260002520-1A_23757VLT4_L4_1 - illumina_universal_adapter	(1, 1.3459125550922387e-05)	(2, 5.92201524240585e-05)	(3, 0.00014805038106014624)	(4, 0.00026918251101844774)	(5, 0.00028802528678973906)	(6, 0.0005006794704943127)	(7, 0.0005437486722572644)	(8, 0.000592201524240585)	(9, 0.0007994720577247898)	(10, 0.0010161639790946403)	(12, 0.0028116113275876865)	(14, 0.0045976372881950875)	(16, 0.005635335868171203)	(18, 0.006609776558057984)	(20, 0.008385035218224646)	(22, 0.010293539221345441)	(24, 0.012080911094507934)	(26, 0.013507578402905708)	(28, 0.015076912442143257)	(30, 0.018316523962250274)	(32, 0.024316602132851473)	(34, 0.030400126881868394)	(36, 0.03486586473966444)	(38, 0.040050319901879745)	(40, 0.048409782781557636)	(42, 0.06092811545647055)	(44, 0.07566316610962037)	(46, 0.09088005345749323)	(48, 0.10846170916466313)	(50, 0.13037720329923008)	(52, 0.1582012535506519)	(54, 0.1903537585792504)	(56, 0.2255211077312555)	(58, 0.26640454750473735)	(60, 0.313662229139136)	(62, 0.3716939407770481)	(64, 0.4337741573806776)	(66, 0.4897991133989471)	(68, 0.546791780544328)	(70, 0.6095462993380587)	(72, 0.6769576755724085)	(74, 0.7491228149513443)	(76, 0.8277402591193921)	(78, 0.9104788875311323)	(80, 0.9984490780445161)	(82, 1.0914435601260593)	(84, 1.1956414183161903)	(86, 1.3081475947089056)	(88, 1.4221921491520912)	(90, 1.5421439137995767)	(92, 1.6735022873514693)	(94, 1.8110249404056837)	(96, 1.9625262412570867)	(98, 2.1173209901308)	(100, 2.2779798800070505)	(102, 2.437576844877333)	(104, 2.601572251977657)	(106, 2.7712003031210424)	(108, 2.949711377128036)	(110, 3.1308281378416885)	(112, 3.3197458077246553)	(114, 3.515619153692339)	(116, 3.7043430121673726)	(118, 3.9271965212144355)	(120, 4.156989555395553)	(122, 4.3897341758099895)	(124, 4.640877420852536)	(126, 4.889164639453176)	(128, 5.142512489260964)	(130, 5.398062252008883)	(132, 5.664893453793583)	(134, 5.936660116917809)	(136, 6.223258736399149)	(138, 6.504213944536989)
C3_D_CKDL260002520-1A_23757VLT4_L4_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0019381140793328236)	(4, 0.0027429697872779824)	(5, 0.002931397544990896)	(6, 0.003413234239713917)	(7, 0.003604353822537015)	(8, 0.0037604796789277146)	(9, 0.004387674929600698)	(10, 0.004742995844145049)	(12, 0.005161574648778735)	(14, 0.005340581018606003)	(16, 0.0055020905252170715)	(18, 0.00565148681883231)	(20, 0.005823763625884116)	(22, 0.006018920946372491)	(24, 0.006471147564883484)	(26, 0.0070646950016791605)	(28, 0.007947613637819668)	(30, 0.008905903377045343)	(32, 0.009518293589612311)	(34, 0.009844004427944635)	(36, 0.010195287604823708)	(38, 0.010706734375758758)	(40, 0.011257212610791484)	(42, 0.01256005596412077)	(44, 0.013277427355984934)	(46, 0.014270710821643006)	(48, 0.01537301320426355)	(50, 0.016818523288432613)	(52, 0.01777277528999301)	(54, 0.019048700392220452)	(56, 0.021032575498426413)	(58, 0.024725759549599515)	(60, 0.025488891968336813)	(62, 0.02692901840228551)	(64, 0.027287031141940046)	(66, 0.027662540744810782)	(68, 0.027990943408253286)	(70, 0.028284352345263393)	(72, 0.028795799116198444)	(74, 0.02946067991841401)	(76, 0.030141711671290684)	(78, 0.030954642854566394)	(80, 0.03197484457132631)	(82, 0.03370703402973002)	(84, 0.036055651438365977)	(86, 0.03916874717829433)	(88, 0.04074346486775225)	(90, 0.04238682409751987)	(92, 0.04487676232444051)	(94, 0.047895644185512405)	(96, 0.05068975864988389)	(98, 0.05299396094420181)	(100, 0.055477169608346984)	(102, 0.059435498432873254)	(104, 0.06593894789907895)	(106, 0.07313285050604697)	(108, 0.07913562050175835)	(110, 0.08596343489374128)	(112, 0.09587473494944052)	(114, 0.10925175983450229)	(116, 0.12593972960509095)	(118, 0.14415665603826439)	(120, 0.1658164267873638)	(122, 0.18963773309994134)	(124, 0.21938105465492472)	(126, 0.2548148944928381)	(128, 0.2925556284501796)	(130, 0.3370636107345248)	(132, 0.38779643858617163)	(134, 0.44796680527412525)	(136, 0.513566583209321)	(138, 0.5738419310765718)
