Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
D7_1	(1, 1.0770246453180133e-05)	(2, 0.03214272351487079)	(3, 0.007829969171461957)	(4, 0.0003554181329549444)	(5, 0.0006139040478312676)	(6, 0.0)	(7, 8.83160209160771e-05)	(8, 0.00023048327409805488)	(9, 2.1540492906360268e-06)	(10, 1.852482389946983e-05)	(15, 0.007033401743784755)	(20, 0.00031750686543975036)	(25, 4.4373415387102146e-05)	(30, 0.00010296355609240208)	(35, 0.0007310843292418675)	(40, 0.0006565542237858609)	(45, 0.0)	(50, 0.001621137496132674)	(55, 0.00014259806304010498)	(60, 0.00015767640807455715)	(65, 0.000614765667547522)	(70, 6.806795758409844e-05)	(75, 0.0008043220051234923)	(80, 7.668415474664256e-05)	(85, 3.403397879204922e-05)	(90, 0.0001046867955249109)	(95, 0.00017060070381837332)	(100, 0.00032310739359540404)	(105, 0.00042090123139027966)	(110, 0.0001365667250263241)	(115, 0.0004187471820996436)	(120, 0.0002951047528171357)	(125, 0.0002455616191325071)	(130, 0.0008965153147627143)	(135, 0.0001283813377219072)	(140, 0.0004674286960680178)	(145, 3.5326408366430833e-05)	(150, 1.0770246453180133e-05)
D7_1_val_1	(1, 1.0782187541531639e-05)	(2, 0.03215679612386396)	(3, 0.007832181030168583)	(4, 0.0003558121888705441)	(5, 0.000612428252358997)	(6, 0.0)	(7, 8.841393784055944e-05)	(8, 0.00022858237588047073)	(9, 2.1564375083063277e-06)	(10, 1.811407506977315e-05)	(15, 0.007034730439596903)	(20, 0.00031786899110185067)	(25, 4.44274061747314e-05)	(30, 0.00010266506561503361)	(35, 0.0007316586569744442)	(40, 0.0006553867742612416)	(45, 0.0)	(50, 0.0016209961330759517)	(55, 0.00014252996316714778)	(60, 0.00015733967042197558)	(65, 0.0006140906381596589)	(70, 6.761234170894363e-05)	(75, 0.0008057426385473925)	(80, 7.576303664695094e-05)	(85, 3.364165384799506e-05)	(90, 0.00010348946252094252)	(95, 0.00017230630794532237)	(100, 0.000320766779340133)	(105, 0.0004264730543238655)	(110, 0.00013484586342446867)	(115, 0.00042242436521233446)	(120, 0.00030079837850598964)	(125, 0.00024754220660804215)	(130, 0.0009048112546757535)	(135, 0.0001323430404108419)	(140, 0.0004721051371584795)	(145, 3.7996643797530816e-05)	(150, 0.0)
D7_2	(1, 0.029424313310088126)	(2, 0.023084946247746298)	(3, 0.00041357746380211714)	(4, 0.00012278080956625354)	(5, 2.1540492906360268e-06)	(6, 4.5235035103356565e-05)	(7, 0.0015659938342923914)	(8, 4.3080985812720536e-06)	(9, 0.0)	(10, 0.0004911232382650142)	(15, 0.002294924114243623)	(20, 0.0006397526393189)	(25, 0.0003088906682772063)	(30, 0.00042305528068091566)	(35, 0.0001451829221888682)	(40, 0.0002429767599837438)	(45, 0.0035503040408262996)	(50, 0.00038169753430070396)	(55, 0.0002800264077826835)	(60, 0.0004777681326630708)	(65, 0.00022789841494929165)	(70, 0.007369864242982103)	(75, 0.0003842823934494672)	(80, 0.000566514963437275)	(85, 0.0007198832729305601)	(90, 0.00044847306231042083)	(95, 0.000159399647507066)	(100, 0.0010576382017022893)	(105, 0.00015896883764893876)	(110, 0.0005591911958491125)	(115, 0.00025417781629505116)	(120, 0.00021152764034045783)	(125, 0.0007483167235669558)	(130, 0.0019937880234127065)	(135, 0.0003308619710416937)	(140, 0.0003627419005431069)	(145, 0.0010649619692904516)	(150, 5.6005281556536695e-05)
D7_2_val_2	(1, 0.029441841300906293)	(2, 0.023050160526286338)	(3, 0.00041187956408650865)	(4, 0.00012291693797346066)	(5, 2.1564375083063277e-06)	(6, 4.5285187674432883e-05)	(7, 0.0015526350059805558)	(8, 4.312875016612655e-06)	(9, 0.0)	(10, 0.0004908051768905202)	(15, 0.002293155646332949)	(20, 0.0006392007978399119)	(25, 0.00030842097489178487)	(30, 0.0004227738907649073)	(35, 0.00014539876128021495)	(40, 0.00024337499707594005)	(45, 0.003550864491561395)	(50, 0.00038167830990599213)	(55, 0.0002790634411465851)	(60, 0.0004768633201857259)	(65, 0.00022724456075210624)	(70, 0.00736384376639831)	(75, 0.00038448664257996154)	(80, 0.0005679030012266923)	(85, 0.0007249806458790957)	(90, 0.0004456306895574812)	(95, 0.00016044528397292357)	(100, 0.0010618010863855927)	(105, 0.0001628672917905992)	(110, 0.0005660517668952964)	(115, 0.00025824264806894795)	(120, 0.00020823372285148252)	(125, 0.0007614296301694939)	(130, 0.0020091305508283135)	(135, 0.0003367309405287062)	(140, 0.00037687453969914174)	(145, 0.0011487546117678888)	(150, 0.0)
D8_1	(1, 0.0)	(2, 0.03277877035982889)	(3, 0.018922639095311056)	(4, 0.000818829548411026)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 2.5588423387844563e-06)	(15, 0.01822279571565351)	(20, 0.00031089934416231145)	(25, 5.5015110283865815e-05)	(30, 0.0)	(35, 0.001792469058318512)	(40, 0.0011361259984202987)	(45, 1.2794211693922281e-06)	(50, 0.0038408223505154693)	(55, 0.00013305980161679173)	(60, 0.00022261928347424773)	(65, 0.0005450334181610892)	(70, 0.0)	(75, 0.0014930845046807304)	(80, 0.0)	(85, 8.060353367171038e-05)	(90, 1.6632475202098967e-05)	(95, 0.00030961992299291925)	(100, 0.0007190346971984322)	(105, 0.0005859748955816406)	(110, 0.0001586482250046363)	(115, 0.00046442988448937886)	(120, 0.00010619195705955495)	(125, 4.733858326751244e-05)	(130, 0.0016683652048874657)	(135, 2.5588423387844562e-05)	(140, 0.0006320340576797608)	(145, 5.629453145325804e-05)	(150, 0.0)
D8_1_val_1	(1, 0.0)	(2, 0.03277967130166993)	(3, 0.018935238921476454)	(4, 0.0008196518707977633)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 2.5614120962430104e-06)	(15, 0.018221885652672777)	(20, 0.000311222981186494)	(25, 5.5076996231785616e-05)	(30, 0.0)	(35, 0.0017947704692899465)	(40, 0.0011377244680407816)	(45, 1.2814789538354383e-06)	(50, 0.0038444318045805195)	(55, 0.0001333844195660271)	(60, 0.00022333993734981032)	(65, 0.0005461665807814363)	(70, 0.0)	(75, 0.0015001734680378175)	(80, 0.0)	(85, 8.17514460954906e-05)	(90, 1.693308068655931e-05)	(95, 0.00031418677799142046)	(100, 0.0007239593913012619)	(105, 0.0005911557375667224)	(110, 0.00016026590678189625)	(115, 0.0004489578414430557)	(120, 0.00011172834664106507)	(125, 4.9684345005276274e-05)	(130, 0.0016846729449745345)	(135, 2.7076020759213616e-05)	(140, 0.0006398655212084954)	(145, 6.106567604298571e-05)	(150, 0.0)
D8_2	(1, 0.012378399813869808)	(2, 0.014809300035715041)	(3, 0.0005117684677568913)	(4, 1.9191317540883426e-05)	(5, 0.0)	(6, 0.0001535305403270674)	(7, 0.000498974256062969)	(8, 0.0)	(9, 0.0)	(10, 0.0012870976964085817)	(15, 0.0052238766346284675)	(20, 0.0014367899732274723)	(25, 0.00022389870464363992)	(30, 0.0004580327786424177)	(35, 0.00024181060101513113)	(40, 0.00015097169798828294)	(45, 0.008893256548445378)	(50, 0.00095316877119721)	(55, 4.350031975933576e-05)	(60, 0.000527121521789598)	(65, 0.0003121787653317037)	(70, 0.018158824657183895)	(75, 0.0003595173485992161)	(80, 0.0007766086498210826)	(85, 0.0010427282530546661)	(90, 0.00022389870464363992)	(95, 8.955948185745597e-06)	(100, 0.0012794211693922283)	(105, 0.0)	(110, 0.0009186243996236199)	(115, 0.00041709130122186643)	(120, 0.0)	(125, 0.00011003022056773163)	(130, 0.0008891977127275986)	(135, 5.117684677568913e-06)	(140, 0.0006000485284449551)	(145, 0.001669644626056858)	(150, 0.0)
D8_2_val_2	(1, 0.012384427485334954)	(2, 0.014811365446525207)	(3, 0.0005122824192486021)	(4, 1.9210590721822577e-05)	(5, 0.0)	(6, 0.0001536847257745806)	(7, 0.000499475358767387)	(8, 0.0)	(9, 0.0)	(10, 0.0012858288723139912)	(15, 0.005226561382383863)	(20, 0.001438315858414697)	(25, 0.00022416456620198333)	(30, 0.00045734617872279017)	(35, 0.00024215230813878647)	(40, 0.00015120800975993882)	(45, 0.008895048261212244)	(50, 0.000951363575822318)	(55, 4.36157710215124e-05)	(60, 0.0005263757449548779)	(65, 0.00031363389014703064)	(70, 0.018154140730095636)	(75, 0.00036255244092043475)	(80, 0.00077994774272517)	(85, 0.0010500504264327468)	(90, 0.00022800112869678752)	(95, 9.16603246451567e-06)	(100, 0.0012836960165174681)	(105, 0.0)	(110, 0.0009297842063034051)	(115, 0.0004248027290298291)	(120, 0.0)	(125, 0.0001145842945299004)	(130, 0.0008909414910737959)	(135, 4.276692175900007e-06)	(140, 0.0006052337266435977)	(145, 0.0017699357061636322)	(150, 0.0)
D9_1	(1, 2.17772069342721e-06)	(2, 0.03257216841159078)	(3, 0.007948680531009316)	(4, 0.0003244803833206543)	(5, 0.000559674218210793)	(6, 4.35544138685442e-06)	(7, 0.00011324147605821491)	(8, 0.0001938171417150217)	(9, 8.71088277370884e-06)	(10, 1.524404485399047e-05)	(15, 0.007057557223258903)	(20, 0.00034146660472938653)	(25, 4.7474311116713175e-05)	(30, 9.84329753429099e-05)	(35, 0.0007426027564586786)	(40, 0.0006663825321887262)	(45, 0.0)	(50, 0.0016942666994863693)	(55, 0.0001585380664815009)	(60, 0.0001702977582260078)	(65, 0.0006027930879406516)	(70, 5.574964975173658e-05)	(75, 0.0008532309676847808)	(80, 8.10112097954922e-05)	(85, 3.963451662037522e-05)	(90, 0.00012108127055455287)	(95, 0.0001877195237734255)	(100, 0.0003362400750651612)	(105, 0.00042857543246647495)	(110, 0.00014590728645962308)	(115, 0.00042988206488253123)	(120, 0.00028789467567107716)	(125, 0.0002251763197003735)	(130, 0.0008841546015314472)	(135, 0.00010670831397793329)	(140, 0.0004886805236050659)	(145, 3.876342834300434e-05)	(150, 8.71088277370884e-06)
D9_1_val_1	(1, 2.1803614149638552e-06)	(2, 0.03259640315370964)	(3, 0.007953958441788143)	(4, 0.00032487385082961444)	(5, 0.0005603528836457108)	(6, 4.3607228299277104e-06)	(7, 0.00011337879357812048)	(8, 0.0001940521659317831)	(9, 8.721445659855421e-06)	(10, 1.5262529904746988e-05)	(15, 0.007057393827955007)	(20, 0.00034145562953513746)	(25, 4.7537047769216096e-05)	(30, 9.857041409369899e-05)	(35, 0.0007432807291228015)	(40, 0.0006670806929819224)	(45, 0.0)	(50, 0.001695243714275834)	(55, 0.00015909111073611064)	(60, 0.00017065723971244028)	(65, 0.000603098828726849)	(70, 5.6207473941183146e-05)	(75, 0.0008518807810676958)	(80, 8.21058711595376e-05)	(85, 3.9871568008820586e-05)	(90, 0.00012051219050623998)	(95, 0.00018949578643828445)	(100, 0.0003392602915092482)	(105, 0.00042486451572829433)	(110, 0.00014590437727129515)	(115, 0.00042950345501463906)	(120, 0.00029225980709195973)	(125, 0.00022259348069062626)	(130, 0.0008888690681303582)	(135, 0.00010974972725851389)	(140, 0.0004879009534152768)	(145, 4.190245505488983e-05)	(150, 0.0)
D9_2	(1, 0.028094774665904435)	(2, 0.023388720247408235)	(3, 0.0004007006075906066)	(4, 0.00012413007952535098)	(5, 2.17772069342721e-06)	(6, 5.0087575948825826e-05)	(7, 0.0014481842611290946)	(8, 6.533162080281629e-06)	(9, 0.0)	(10, 0.0005148131719261924)	(15, 0.0023349521274926544)	(20, 0.0006380721631741725)	(25, 0.00029181457291924616)	(30, 0.00041855791727670973)	(35, 0.0001380674919632851)	(40, 0.00025609995354703986)	(45, 0.003536182861987104)	(50, 0.00040723376967088823)	(55, 0.0002652463804594342)	(60, 0.00046211233114525394)	(65, 0.00021907870175877733)	(70, 0.007491794729528288)	(75, 0.00037718122410159273)	(80, 0.0005627230271815911)	(85, 0.0007007905191448761)	(90, 0.0004242199910796205)	(95, 0.00015505371337201735)	(100, 0.0010313685204071266)	(105, 0.00014677837473699395)	(110, 0.0005326704816122955)	(115, 0.00026089093907257974)	(120, 0.00019294605343765078)	(125, 0.0006694313411595243)	(130, 0.0019503666530334093)	(135, 0.00032970691298487957)	(140, 0.00038066557721107633)	(145, 0.001081020552217267)	(150, 5.444301733568025e-05)
D9_2_val_2	(1, 0.02810267827746913)	(2, 0.023366933284167637)	(3, 0.00040118650035334935)	(4, 0.00012428060065293974)	(5, 2.1803614149638552e-06)	(6, 5.014831254416867e-05)	(7, 0.001447759979536)	(8, 6.541084244891566e-06)	(9, 0.0)	(10, 0.0005150013662144626)	(15, 0.0023356031477092818)	(20, 0.00063844158571952)	(25, 0.00029221425855985517)	(30, 0.00041873660127386567)	(35, 0.00013828753140506566)	(40, 0.00025656499983294916)	(45, 0.0035338599369542103)	(50, 0.0004083676639511658)	(55, 0.0002653395608717694)	(60, 0.00046435147063043035)	(65, 0.00022050216795495826)	(70, 0.007489221858166243)	(75, 0.00037912228945231197)	(80, 0.0005611639053318523)	(85, 0.0007045418030329851)	(90, 0.0004296695812897952)	(95, 0.00015735435614949297)	(100, 0.0010310724005600674)	(105, 0.0001511635467785394)	(110, 0.0005358970282297783)	(115, 0.00026017592239363914)	(120, 0.00019925067593464115)	(125, 0.0006831252098970614)	(130, 0.0019581492573614735)	(135, 0.00034697767318236407)	(140, 0.00039345618827444105)	(145, 0.0011645680057662151)	(150, 0.0)
