Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
D5_2 - illumina_universal_adapter	(1, 0.00012062497003223401)	(2, 0.00017016736843833012)	(3, 0.00040280123921478144)	(4, 0.000977923864189897)	(5, 0.001277332271948478)	(6, 0.0017382919788573722)	(7, 0.0021324771487841367)	(8, 0.0026559033580311523)	(9, 0.003183637601922176)	(10, 0.0043101886613303615)	(12, 0.006011862345713662)	(14, 0.00791816767568736)	(16, 0.010017257555980433)	(18, 0.01204203383866436)	(20, 0.013710320254556598)	(22, 0.015235364518535556)	(24, 0.016464231400738938)	(26, 0.0174238461176918)	(28, 0.018174521154410258)	(30, 0.018790570108503452)	(32, 0.019538014119238903)	(34, 0.020450240455107672)	(36, 0.021334464565790388)	(38, 0.022537483240129722)	(40, 0.024375937024460288)	(42, 0.027054457564372483)	(44, 0.030333948937123847)	(46, 0.03388376948378673)	(48, 0.03868076605989004)	(50, 0.045667321243810594)	(52, 0.055728736154892114)	(54, 0.06794524539663882)	(56, 0.08056563288626128)	(58, 0.09539496513959905)	(60, 0.11553610410899914)	(62, 0.1435060190352234)	(64, 0.17868004489489064)	(66, 0.2153177255248597)	(68, 0.25324673953937027)	(70, 0.2977239662127735)	(72, 0.35595890152181753)	(74, 0.43078623226225976)	(76, 0.5085936459676946)	(78, 0.5822847325707796)	(80, 0.6631228486482745)	(82, 0.7625447491713604)	(84, 0.8875197571853818)	(86, 1.02528101202282)	(88, 1.155567826752904)	(90, 1.288249908745056)	(92, 1.4445389435777134)	(94, 1.6371770207191911)	(96, 1.8539562469970305)	(98, 2.0674473658328307)	(100, 2.2802255049350477)	(102, 2.5193386598160874)	(104, 2.8054481646286145)	(106, 3.128468910271005)	(108, 3.454595748891726)	(110, 3.7789681404036743)	(112, 4.131009961425427)	(114, 4.539952304025242)	(116, 5.002185035171441)	(118, 5.485130796886032)	(120, 5.965326955489084)	(122, 6.473302398485364)	(124, 7.046443327524235)	(126, 7.695155800288303)	(128, 8.375115525334023)	(130, 9.06023304485728)	(132, 9.773726511571962)	(134, 10.55408606100496)	(136, 11.42394610717589)	(138, 12.349056697656227)
D5_2 - polya	(1, 0.0007926783744975378)	(2, 0.0023931132447466428)	(3, 0.00347442994039274)	(4, 0.004807766662713327)	(5, 0.00595370387801955)	(6, 0.007045790660275669)	(7, 0.008021560507143562)	(8, 0.010102341240199599)	(9, 0.012372675497592002)	(10, 0.015765252779748586)	(12, 0.018121747730021155)	(14, 0.02125261190755423)	(16, 0.024690423553472896)	(18, 0.02786113705146305)	(20, 0.031200940909230528)	(22, 0.0342284122553074)	(24, 0.0371675688911821)	(26, 0.03992363405468645)	(28, 0.042684007252834805)	(30, 0.04613366599402449)	(32, 0.04936038394238676)	(34, 0.05230923365621047)	(36, 0.055621035288791906)	(38, 0.059547808866805524)	(40, 0.06314070975990849)	(42, 0.06630388419727162)	(44, 0.06952306308500687)	(46, 0.07285101984750333)	(48, 0.07643207364533527)	(50, 0.08012513634391144)	(52, 0.08374388544487846)	(54, 0.08721077632464419)	(56, 0.0903125612683302)	(58, 0.09320109849713781)	(60, 0.09676276613907173)	(62, 0.1002059628282954)	(64, 0.1036631606301121)	(66, 0.10945100517433733)	(68, 0.11715915616112929)	(70, 0.12127332924615727)	(72, 0.12466590652831384)	(74, 0.12806602287109742)	(76, 0.13142090485011895)	(78, 0.13469608818822632)	(80, 0.13810697461761992)	(82, 0.1418108074028061)	(84, 0.14519584562433568)	(86, 0.14875212822296457)	(88, 0.15202300352642792)	(90, 0.15542742790385553)	(92, 0.15859383336720168)	(94, 0.16191963611237611)	(96, 0.16538975801812483)	(98, 0.16920129166941122)	(100, 0.17321853397494902)	(102, 0.17710653524116657)	(104, 0.18050449756662817)	(106, 0.1839132299786998)	(108, 0.18697193457594574)	(110, 0.1897452318780261)	(112, 0.19300318307755743)	(114, 0.19621482290466563)	(116, 0.19960955420414422)	(118, 0.2030495198673849)	(120, 0.2063483973960343)	(122, 0.21024286071421786)	(124, 0.21422456173394258)	(126, 0.21832365669771653)	(128, 0.2218573221144644)	(130, 0.2254653011288214)	(132, 0.2290291227880773)	(134, 0.23209752046327226)	(136, 0.23533177747226153)	(138, 0.2384023291647785)
D5_2 - polyg	(1, 0.0726270020460149)	(2, 0.07585802802902117)	(3, 0.07687903223965115)	(4, 0.07746061691659227)	(5, 0.07781818379204497)	(6, 0.07818652075410767)	(7, 0.07864317242637256)	(8, 0.0792829155710078)	(9, 0.08008636403211536)	(10, 0.0809878202813741)	(12, 0.08274119038148552)	(14, 0.08410037531167014)	(16, 0.08488874565152368)	(18, 0.08552741178749793)	(20, 0.08614130672426912)	(22, 0.08665719387288912)	(24, 0.08720754529866118)	(26, 0.08776758980238226)	(28, 0.08833194234074736)	(30, 0.08893722120823054)	(32, 0.0895392690497307)	(34, 0.09018008920302695)	(36, 0.09082090935632318)	(38, 0.09147896164819547)	(40, 0.0921079347062207)	(42, 0.09276921802407598)	(44, 0.09336372680494912)	(46, 0.09403578020941442)	(48, 0.09467013831074467)	(50, 0.09527434016956682)	(52, 0.09588608108901601)	(54, 0.09645904969666913)	(56, 0.09702878727833923)	(58, 0.09766099136234746)	(60, 0.09833089074949075)	(62, 0.09894370867760094)	(64, 0.0995446795104401)	(66, 0.10016395949051632)	(68, 0.1007175419422714)	(70, 0.10128512550661949)	(72, 0.10182793787176454)	(74, 0.1023729042542316)	(76, 0.10307080586656095)	(78, 0.10403042058351382)	(80, 0.10572347819860911)	(82, 0.1074768482987205)	(84, 0.10950808663337044)	(86, 0.11186888961828702)	(88, 0.11442678518816699)	(90, 0.11717746530836631)	(92, 0.12003907732064886)	(94, 0.1226314371676809)	(96, 0.12497069997937744)	(98, 0.1271214862753986)	(100, 0.12899655835420326)	(102, 0.13063684254490943)	(104, 0.13208111115931323)	(106, 0.13343706506351488)	(108, 0.1349071818857827)	(110, 0.1364451502536937)	(112, 0.13803481503733278)	(114, 0.1400585143113557)	(116, 0.14275211297252194)	(118, 0.146390248229387)	(120, 0.15043226173412783)	(122, 0.1549977014481157)	(124, 0.16097833054266028)	(126, 0.16951685520708487)	(128, 0.18087391153735188)	(130, 0.19447976195179129)	(132, 0.20862519370539273)	(134, 0.22569039593897083)	(136, 0.24830219277670973)	(138, 0.2790637141522514)
D5_2_val_2 - polya	(1, 0.0007890935372075066)	(2, 0.00238452855779099)	(3, 0.003466837179862488)	(4, 0.004794929034834685)	(5, 0.005926825502140535)	(6, 0.00701560210402521)	(7, 0.007979331096188475)	(8, 0.010053396622947004)	(9, 0.012319345550829763)	(10, 0.015690241030130135)	(12, 0.018027337735957834)	(14, 0.02114059201936668)	(16, 0.024567543323714587)	(18, 0.027721761479273556)	(20, 0.031025821167171105)	(22, 0.03402911979375596)	(24, 0.036942944699591876)	(26, 0.039681056153836505)	(28, 0.04242132360135219)	(30, 0.0458450409157935)	(32, 0.0490553148964)	(34, 0.051983153758497797)	(36, 0.05525487354732947)	(38, 0.05913997342177735)	(40, 0.06268442635939796)	(42, 0.06582247456542398)	(44, 0.0690111886133199)	(46, 0.07231848229112403)	(48, 0.07587694918500651)	(50, 0.07952488979963794)	(52, 0.08310383862959549)	(54, 0.08651569798104597)	(56, 0.08956103847641647)	(58, 0.09240694959421404)	(60, 0.09591798463613323)	(62, 0.09929858208515337)	(64, 0.10270720744669727)	(66, 0.10845508550733993)	(68, 0.11612071958258935)	(70, 0.12018907888507724)	(72, 0.12351038651914326)	(74, 0.12685109809264883)	(76, 0.13015192379063978)	(78, 0.13336219777124625)	(80, 0.136709377324565)	(82, 0.14036055192910302)	(84, 0.14368078156653352)	(86, 0.14717995864546185)	(88, 0.15040424658233026)	(90, 0.1537449581558358)	(92, 0.15685497844933805)	(94, 0.16013532221125398)	(96, 0.16353208960980703)	(98, 0.1672759719250006)	(100, 0.171217127624496)	(102, 0.17503970369408317)	(104, 0.17838903924067295)	(106, 0.1817556227334312)	(108, 0.1847524533802029)	(110, 0.18745714693874613)	(112, 0.1906167550774827)	(114, 0.19373755533734027)	(116, 0.19707072093439715)	(118, 0.20044377240696856)	(120, 0.20366159236402376)	(122, 0.20747662245716225)	(124, 0.2113541763551614)	(126, 0.21536108984942415)	(128, 0.21881822505956686)	(130, 0.22235513202073875)	(132, 0.22582628118714337)	(134, 0.22879400592475574)	(136, 0.23190187022498696)	(138, 0.2337851303472568)
D6_1 - illumina_universal_adapter	(1, 7.968401392814587e-05)	(2, 0.00013280668988024312)	(3, 0.00031209572121857133)	(4, 0.0007946266944501213)	(5, 0.0011045089708373553)	(6, 0.0015272769336227958)	(7, 0.00187921466180544)	(8, 0.0022599271727954703)	(9, 0.0026517069079421878)	(10, 0.0034297327661572787)	(12, 0.004576297188790044)	(14, 0.005809185959844968)	(16, 0.00707748984820129)	(18, 0.008476386981606517)	(20, 0.00971702280957112)	(22, 0.010652203250811166)	(24, 0.011483351784978356)	(26, 0.012115290284325179)	(28, 0.012566833029918005)	(30, 0.013034976611745863)	(32, 0.013533001698796773)	(34, 0.014055374678992396)	(36, 0.014579961104019358)	(38, 0.015339172681168078)	(40, 0.016508978274529885)	(42, 0.018369378655268963)	(44, 0.020735551179968628)	(46, 0.023335242134374386)	(48, 0.026950904266364005)	(50, 0.03229637353404379)	(52, 0.03994714559356146)	(54, 0.04936092646123936)	(56, 0.05944316766798115)	(58, 0.07189822173391662)	(60, 0.08918411914424593)	(62, 0.11345454171986036)	(64, 0.14471612979525392)	(66, 0.17772744600981968)	(68, 0.21227267949250225)	(70, 0.2547619664748547)	(72, 0.3123403068724341)	(74, 0.38712264722158335)	(76, 0.4686360733028295)	(78, 0.5476029311056221)	(80, 0.6351424607401843)	(82, 0.7449525655452477)	(84, 0.885915799628969)	(86, 1.0442180537989718)	(88, 1.1983844863016206)	(90, 1.3581232661671616)	(92, 1.548695332533232)	(94, 1.7876721171934042)	(96, 2.0618935839029615)	(98, 2.3372715755368922)	(100, 2.61596198736092)	(102, 2.9318593000773134)	(104, 3.3133918923773544)	(106, 3.7513640077092516)	(108, 4.201041926031676)	(110, 4.653771078054099)	(112, 5.149370229569865)	(114, 5.7292916686578454)	(116, 6.390773016168528)	(118, 7.086354694750796)	(120, 7.785247686800744)	(122, 8.528853371166122)	(124, 9.374522103426884)	(126, 10.331901182880411)	(128, 11.342343175275591)	(130, 12.367650663158031)	(132, 13.431362525586593)	(134, 14.593697742642636)	(136, 15.890200918150198)	(138, 17.271693734846618)
D6_1 - polya	(1, 0.0005090923112075986)	(2, 0.0016556567338403643)	(3, 0.0031143168776917012)	(4, 0.00502009287747319)	(5, 0.007206976370834527)	(6, 0.008975518791073098)	(7, 0.01115797539477176)	(8, 0.014648577893790815)	(9, 0.02051863358649756)	(10, 0.027807507416091573)	(12, 0.03384357147114862)	(14, 0.04085687141924113)	(16, 0.04704455644524479)	(18, 0.05296662809148796)	(20, 0.05902704003968973)	(22, 0.06530879647102522)	(24, 0.07234423086743111)	(26, 0.07964638536601314)	(28, 0.08628893330485662)	(30, 0.09291156024021807)	(32, 0.09884912600028062)	(34, 0.10449009015294394)	(36, 0.11048077858895858)	(38, 0.11767668773563641)	(40, 0.12419306931909369)	(42, 0.13008747290494516)	(44, 0.13564100598677065)	(46, 0.1418707464645697)	(48, 0.14697605696804938)	(50, 0.15226840355977708)	(52, 0.15748106613757662)	(54, 0.16333784116129535)	(56, 0.16893674986216325)	(58, 0.1748776357894728)	(60, 0.17976381525465007)	(62, 0.18477726779762926)	(64, 0.19002091860306752)	(66, 0.1954062298777114)	(68, 0.20137257042058132)	(70, 0.20824420989946824)	(72, 0.21453482011012906)	(74, 0.22061847322905986)	(76, 0.22559983082198465)	(78, 0.23071399510478968)	(80, 0.2370477674896616)	(82, 0.24323545251566525)	(84, 0.24902250402719686)	(86, 0.25504639413568153)	(88, 0.2612086245461248)	(90, 0.2671417634165247)	(92, 0.2725182209118432)	(94, 0.2776511994757146)	(96, 0.28219872188169726)	(98, 0.28673296361869194)	(100, 0.2910237264242394)	(102, 0.29566642695796963)	(104, 0.30011323762412634)	(106, 0.30438850631585457)	(108, 0.3086150792212933)	(110, 0.31339833350181334)	(112, 0.31897068086470526)	(114, 0.32385021999538854)	(116, 0.3286666759483786)	(118, 0.333011668152294)	(120, 0.3371275688161658)	(122, 0.3405550881374918)	(124, 0.3444252964250852)	(126, 0.34864633571844555)	(128, 0.3526327498596842)	(130, 0.35700762356882254)	(132, 0.36078929406316246)	(134, 0.3651685946619635)	(136, 0.36905872395303896)	(138, 0.37238442481212336)
D6_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00246356409727851)	(4, 0.003078901760390303)	(5, 0.0033533689194761387)	(6, 0.0035658596232845275)	(7, 0.00371637387181547)	(8, 0.0039996948102266556)	(9, 0.0042940829727945275)	(10, 0.004767760166700728)	(12, 0.005270212143414314)	(14, 0.0057638103408025505)	(16, 0.006308317769311548)	(18, 0.006827370582260165)	(20, 0.00725456543470828)	(22, 0.007662946006090028)	(24, 0.008107848417188843)	(26, 0.00867559701642688)	(28, 0.009815521104565635)	(30, 0.010694258702606577)	(32, 0.011342798038188431)	(34, 0.011905013025348125)	(36, 0.012432919617622093)	(38, 0.012957506042649053)	(40, 0.01355402942469448)	(42, 0.014166046920559266)	(44, 0.01470280729215858)	(46, 0.015286050005215983)	(48, 0.016061862418599734)	(50, 0.016876410116531897)	(52, 0.017526056174529417)	(54, 0.018181235844605285)	(56, 0.018841949126759492)	(58, 0.019509302743407713)	(60, 0.020336024387912228)	(62, 0.021373023291393792)	(64, 0.02215104914960888)	(66, 0.022841643936986147)	(68, 0.023671685748737667)	(70, 0.02643738506549373)	(72, 0.037030932028274455)	(74, 0.03877955344503099)	(76, 0.04027584215101506)	(78, 0.041867308984746644)	(80, 0.04343885481499618)	(82, 0.04520186362315641)	(84, 0.04709767912119689)	(86, 0.04908867274698486)	(88, 0.05103761092097743)	(90, 0.05310828856069355)	(92, 0.05512363007962624)	(94, 0.05683572965666571)	(96, 0.05873929221161586)	(98, 0.0601238019536174)	(100, 0.06125597898484647)	(102, 0.06246230641792534)	(104, 0.06374278425285401)	(106, 0.06499338058255964)	(108, 0.06629599286580169)	(110, 0.06789742020127429)	(112, 0.0699404297805987)	(114, 0.07246265016590765)	(116, 0.07545633430029147)	(118, 0.07888938723369575)	(120, 0.08348781887079917)	(122, 0.08985036603847849)	(124, 0.0985492042256344)	(126, 0.10884725630343159)	(128, 0.12021993584684307)	(130, 0.1341159424979792)	(132, 0.15312500670950466)	(134, 0.17941962458337712)	(136, 0.21237117778749676)	(138, 0.2469352255512457)
D6_1_val_1 - polya	(1, 0.0005094909525261204)	(2, 0.001656953184737122)	(3, 0.00311675552262718)	(4, 0.005024023827518439)	(5, 0.0072126197453262954)	(6, 0.008982547010840948)	(7, 0.011166712572539882)	(8, 0.014657833186371037)	(9, 0.02053027020874819)	(10, 0.027820421185980635)	(12, 0.033861211740496854)	(14, 0.040877788228003316)	(16, 0.04706810330119568)	(18, 0.05299259700785267)	(20, 0.059043355863613964)	(22, 0.06532449323703925)	(24, 0.07234993043676355)	(26, 0.07964451177010493)	(28, 0.08628561557738018)	(30, 0.09290235242605635)	(32, 0.09883127648882228)	(34, 0.10446558187034483)	(36, 0.11044988538447228)	(38, 0.11763370781509058)	(40, 0.12413193263785308)	(42, 0.1300065848382847)	(44, 0.13554342238541095)	(46, 0.14175256647206624)	(48, 0.14684526081927296)	(50, 0.15212403012305448)	(52, 0.15731862266076646)	(54, 0.16315672442329943)	(56, 0.16874672624373277)	(58, 0.17466457441622638)	(60, 0.17953021301285083)	(62, 0.18452211675857957)	(64, 0.1897366458987817)	(66, 0.19509405402349658)	(68, 0.20102187049723524)	(70, 0.20785901756233033)	(72, 0.21412243351131993)	(74, 0.22016765442194508)	(76, 0.22511082425047568)	(78, 0.23019022752935564)	(80, 0.23647136490278092)	(82, 0.24261294605877515)	(84, 0.24835801034302077)	(86, 0.25434452903520266)	(88, 0.26045288252037996)	(90, 0.2663352878440022)	(92, 0.2716661138320635)	(94, 0.27675770059024307)	(96, 0.2812711258762082)	(98, 0.2857590766145469)	(100, 0.28999560464370433)	(102, 0.29458656116157556)	(104, 0.29897593647649084)	(106, 0.3031958506702398)	(108, 0.3073470943443004)	(110, 0.31207871466862996)	(112, 0.31760336873645667)	(114, 0.32241473547074684)	(116, 0.3271651848085393)	(118, 0.33143494050851363)	(120, 0.3354809632249873)	(122, 0.33883917315555084)	(124, 0.34263709592992486)	(126, 0.3467816940698222)	(128, 0.3506859453908103)	(130, 0.3549689921591115)	(132, 0.3586439725514629)	(134, 0.3629303420868457)	(136, 0.3666507336293136)	(138, 0.36858347648183115)
D6_2 - illumina_universal_adapter	(1, 7.083023460279633e-05)	(2, 0.00011731257606088141)	(3, 0.00028332093841118534)	(4, 0.0007149426805219755)	(5, 0.0010181846224151972)	(6, 0.0014143912472245892)	(7, 0.0017663289754072335)	(8, 0.002144828041565926)	(9, 0.0025388212215439808)	(10, 0.0033212739694217465)	(12, 0.004455664445482156)	(14, 0.00570515405277211)	(16, 0.006998912556688813)	(18, 0.00842326430565442)	(20, 0.00971038247507711)	(22, 0.010719713318166957)	(24, 0.011625012254183949)	(26, 0.012321140653639555)	(28, 0.01283465985450983)	(30, 0.0133658866140308)	(32, 0.013926994878774829)	(34, 0.014506917424585222)	(36, 0.015082413080732944)	(38, 0.015912454892484464)	(40, 0.017153090720449068)	(42, 0.019074360834049918)	(44, 0.021491442589870343)	(46, 0.02413429571848718)	(48, 0.027830748586820615)	(50, 0.03322270019595848)	(52, 0.04091663442968724)	(54, 0.050332628742196475)	(56, 0.06047131279213737)	(58, 0.0729385408046452)	(60, 0.0901646752045284)	(62, 0.11434545326447365)	(64, 0.1455450648845898)	(66, 0.17844792230242001)	(68, 0.2128692028745477)	(70, 0.25505192774775987)	(72, 0.3123602278759161)	(74, 0.3869289707988413)	(76, 0.4680174154724708)	(78, 0.5466389758815746)	(80, 0.6337955795603156)	(82, 0.7430589634920386)	(84, 0.8835595876060105)	(86, 1.0412951998991908)	(88, 1.1949115913612522)	(90, 1.3539077604858796)	(92, 1.543597769086662)	(94, 1.7814268826017856)	(96, 2.054289294184902)	(98, 2.3285041205599653)	(100, 2.605456978191393)	(102, 2.9199609273864593)	(104, 3.2995611823487425)	(106, 3.7348727369933723)	(108, 4.182609464198714)	(110, 4.632650387473478)	(112, 5.125778227835056)	(114, 5.703003691118466)	(116, 6.361059732752655)	(118, 7.053094365992704)	(120, 7.74825991694668)	(122, 8.48772867292229)	(124, 9.328852096221901)	(126, 10.281300727313624)	(128, 11.286691638603692)	(130, 12.30581144146013)	(132, 13.363776094384122)	(134, 14.520763628727654)	(136, 15.811226313290495)	(138, 17.18536385281238)
D6_2 - polya	(1, 0.0006994485667026137)	(2, 0.0026339993492914887)	(3, 0.0037540024339482053)	(4, 0.005225943246787566)	(5, 0.006536302586939299)	(6, 0.0077714048028255595)	(7, 0.008743107083782672)	(8, 0.010693151980190909)	(9, 0.013161142967132092)	(10, 0.016977121856357746)	(12, 0.01942740528464823)	(14, 0.022667888517726165)	(16, 0.02623485486342636)	(18, 0.0293901204704978)	(20, 0.032628390258744394)	(22, 0.03564974245351993)	(24, 0.03879947444851303)	(26, 0.041658138448185264)	(28, 0.04444265204600769)	(30, 0.048018472171033236)	(32, 0.05124235456787614)	(34, 0.0542271849229346)	(36, 0.057586087454489086)	(38, 0.061523805809438295)	(40, 0.06517709650356066)	(42, 0.06848730324882571)	(44, 0.07201442758756182)	(46, 0.07533348811215224)	(48, 0.0789723914148709)	(50, 0.08275516863162649)	(52, 0.08626237196688058)	(54, 0.08957700560180831)	(56, 0.09281084850039223)	(58, 0.09597496788678903)	(60, 0.09956296195838693)	(62, 0.10319301148178023)	(64, 0.10679428622236617)	(66, 0.11377881138765128)	(68, 0.12365409550266303)	(70, 0.12863766654041914)	(72, 0.13218692532746865)	(74, 0.1357494647835062)	(76, 0.1393507395240921)	(78, 0.14269414794182722)	(80, 0.14622569917022601)	(82, 0.15007487973192174)	(84, 0.15338619319960245)	(86, 0.15715015613529168)	(88, 0.16061973090841303)	(90, 0.16419333758860724)	(92, 0.1675389594511737)	(94, 0.17113580730209693)	(96, 0.17473044170818886)	(98, 0.1784932979214624)	(100, 0.18253283473865314)	(102, 0.18647387326084935)	(104, 0.1900142782685735)	(106, 0.19331563123451323)	(108, 0.19645097583810261)	(110, 0.19939264401895002)	(112, 0.20260324574680488)	(114, 0.2058725037626902)	(116, 0.2094682448911978)	(118, 0.21289465749010805)	(120, 0.2163266037010967)	(122, 0.22026542877846156)	(124, 0.22432045970947162)	(126, 0.22837991753014442)	(128, 0.2318727334739948)	(130, 0.23531353346430878)	(132, 0.23872555867181533)	(134, 0.24166279996300005)	(136, 0.2447760101182761)	(138, 0.2475505632143575)
D6_2 - polyg	(1, 0.05299872304154235)	(2, 0.05597801978452247)	(3, 0.05691430694817819)	(4, 0.05742118581455445)	(5, 0.05773106809094168)	(6, 0.05797897391205147)	(7, 0.05829549652293271)	(8, 0.058773600606501594)	(9, 0.05938451137995071)	(10, 0.060184671686479174)	(12, 0.061745150292572035)	(14, 0.06290056849453014)	(16, 0.06353472043870831)	(18, 0.06404491947233157)	(20, 0.06454183783696682)	(22, 0.06501662175328869)	(24, 0.06550025944893591)	(26, 0.06606579460334261)	(28, 0.06664793059398433)	(30, 0.06723117330704173)	(32, 0.06780666896318946)	(34, 0.06837884445209018)	(36, 0.06891671154610515)	(38, 0.06953536937646396)	(40, 0.07011307847744302)	(42, 0.07065979935078334)	(44, 0.0712341882845154)	(46, 0.07180415032858478)	(48, 0.07242723504860625)	(50, 0.07308130799626644)	(52, 0.07358043980573303)	(54, 0.074108346398007)	(56, 0.07463735971269664)	(58, 0.07523941670682041)	(60, 0.0758791022630769)	(62, 0.07644242397265227)	(64, 0.07704337424436036)	(66, 0.07762551023500211)	(68, 0.07815341682727606)	(70, 0.07869239064370673)	(72, 0.07923357790496871)	(74, 0.07970282820921223)	(76, 0.08026393647395627)	(78, 0.08103532199767735)	(80, 0.08237777628788347)	(82, 0.08388845238527123)	(84, 0.08554521584152727)	(86, 0.08742775067057972)	(88, 0.08944419891192806)	(90, 0.09150602277231884)	(92, 0.09346381472563677)	(94, 0.09556105370332893)	(96, 0.0974922843186708)	(98, 0.09917671583531856)	(100, 0.10067632470854963)	(102, 0.10195458909864696)	(104, 0.10300265522628523)	(106, 0.10416360704032168)	(108, 0.10527807651290005)	(110, 0.1064500955510932)	(112, 0.10777484228264864)	(114, 0.10928109149037371)	(116, 0.11127097839374603)	(118, 0.1139691676431463)	(120, 0.11711557947089239)	(122, 0.12058515424401375)	(124, 0.12532856651756977)	(126, 0.13192131194770818)	(128, 0.14081825344726878)	(130, 0.1513763852927481)	(132, 0.162791120287955)	(134, 0.17695052687402024)	(136, 0.19606472971503425)	(138, 0.222518715616763)
D6_2_val_2 - polya	(1, 0.0006889203749374933)	(2, 0.002616125282318905)	(3, 0.0037325750217674473)	(4, 0.005194592537711967)	(5, 0.006494902055680804)	(6, 0.007724325875906877)	(7, 0.008687928329597583)	(8, 0.010632854661414686)	(9, 0.013091702301866832)	(10, 0.016886302309159197)	(12, 0.0193218905800395)	(14, 0.02254718982733529)	(16, 0.026103658193773055)	(18, 0.029251426209162695)	(20, 0.03247451027840402)	(22, 0.03547386136414475)	(24, 0.03858840170871747)	(26, 0.0414182916732919)	(28, 0.044171757994987404)	(30, 0.0477293339504524)	(32, 0.050918082759849576)	(34, 0.053868699928392154)	(36, 0.05719922013327486)	(38, 0.061097933509126914)	(40, 0.06471974962817129)	(42, 0.06798602966947462)	(44, 0.07147161233816962)	(46, 0.07474343032460909)	(48, 0.07832869600575484)	(50, 0.08206127102752231)	(52, 0.08552359432664547)	(54, 0.08878101365573093)	(56, 0.09196090175291027)	(58, 0.09505993585110176)	(60, 0.09860200556018553)	(62, 0.10214518285829652)	(64, 0.10570497399181598)	(66, 0.11262519023395337)	(68, 0.12243178348105396)	(70, 0.12736720018639394)	(72, 0.1308682891014702)	(74, 0.13435497935919238)	(76, 0.13789594147924894)	(78, 0.1411777277669335)	(80, 0.1446489117782745)	(82, 0.1484302207172401)	(84, 0.15168099451216221)	(86, 0.1553581900825681)	(88, 0.15874408973881235)	(90, 0.1622418558868069)	(92, 0.16552031940740974)	(94, 0.16903137662373105)	(96, 0.17255350973032466)	(98, 0.1762572874373841)	(100, 0.18024460793541464)	(102, 0.1841056632843408)	(104, 0.1875724169395729)	(106, 0.19080657689908653)	(108, 0.19387016814840666)	(110, 0.19673882372893414)	(112, 0.1998500413064252)	(114, 0.20302771422555005)	(116, 0.20652326519549014)	(118, 0.2098781523589719)	(120, 0.21321864086509967)	(122, 0.21707526585791698)	(124, 0.2210559408217841)	(126, 0.22502553989537893)	(128, 0.2284380216882767)	(130, 0.23179623161884017)	(132, 0.23509463174193318)	(134, 0.2379322748296982)	(136, 0.24090836654586711)	(138, 0.24260851570266623)
D7_1 - illumina_universal_adapter	(1, 0.0001292429574381616)	(2, 0.00023048327409805488)	(3, 0.0005083556325901023)	(4, 0.0013721293981351491)	(5, 0.0018632526364001632)	(6, 0.0025073133743003352)	(7, 0.0031039850278065145)	(8, 0.0038385158359133995)	(9, 0.004560122348276469)	(10, 0.006225202449938117)	(12, 0.008687280789135096)	(14, 0.011486467842316612)	(16, 0.01433412100453744)	(18, 0.017373484553624873)	(20, 0.019893722223669023)	(22, 0.022013306725654876)	(24, 0.023627766668986576)	(26, 0.024994510943895137)	(28, 0.026021992455528522)	(30, 0.026980544389861555)	(32, 0.028140499932869052)	(34, 0.029490011813452524)	(36, 0.030746899574538647)	(38, 0.03249383354924447)	(40, 0.03522409102512563)	(42, 0.039717437845392375)	(44, 0.0451359488359873)	(46, 0.05065462311859681)	(48, 0.0579363867455919)	(50, 0.06809057510165012)	(52, 0.0818474108962971)	(54, 0.09848744166646042)	(56, 0.11578553449491302)	(58, 0.13590866296803478)	(60, 0.16248747716519274)	(62, 0.19813160780199238)	(64, 0.2420128229261842)	(66, 0.2854912308330271)	(68, 0.3301985238601778)	(70, 0.3818860136136346)	(72, 0.44799486336789957)	(74, 0.5310722364091498)	(76, 0.6167527780181338)	(78, 0.6961208781809087)	(80, 0.7807513207607077)	(82, 0.8829911162914561)	(84, 1.0096136727675589)	(86, 1.1465616645183256)	(88, 1.2755881400027782)	(90, 1.403862852284799)	(92, 1.5525601058913399)	(94, 1.7318599377699466)	(96, 1.9301606384412542)	(98, 2.122701411309401)	(100, 2.312156508568711)	(102, 2.520948506310061)	(104, 2.7659726901445545)	(106, 3.0391492211830156)	(108, 3.3127016338226922)	(110, 3.5809690865277934)	(112, 3.8679067614594826)	(114, 4.195837071416621)	(116, 4.563329727670226)	(118, 4.940544685397116)	(120, 5.312476837238721)	(122, 5.701379666416603)	(124, 6.137093217753941)	(126, 6.6223154379872575)	(128, 7.130680763799168)	(130, 7.639333655191378)	(132, 8.163859735806286)	(134, 8.73631879826107)	(136, 9.370936184071095)	(138, 10.044632332111837)
